Glob_sevanje_mean,Hitrost_vetra_max,Hitrost_vetra_mean,Vlaga_max,Vlaga_mean,Temperatura_lokacija_max,O3,mesec,Glob_sevanje_spr,Vlaga_spr,Temperatura_lokacija_spr
15,2,1.7625,73.3,61.6125,10.1,SREDNJA,10,116,21.4,4.1
8.125,2.4,2.125,63.9,56.175,8,SREDNJA,10,63,13.4,2
13.875,2.3,2,80.7,78.025,8.5,SREDNJA,10,108,9.60000000000001,1.8
10.375,2.4,2.0125,71.5,66.225,11.4,SREDNJA,10,80,12.7,2.6
11.375,2.8,2.275,79.5,76.4625,10.5,SREDNJA,11,87,8.59999999999999,2
12.5,2.2,1.5375,86.7,85.1,10.5,SREDNJA,11,98,3.60000000000001,1.6
8.5,2.2,1.45,90.9,88.275,11.5,SREDNJA,11,67,7,1.4
10.625,5.9,4.8125,76.3,74.375,16.9,SREDNJA,11,84,7.5,0.999999999999998
3.375,7.4,7.1625,65.2,63.9375,18.9,SREDNJA,11,26,2.2,0.5
1.5,3.3,2.325,78.4,75.3125,17.9,SREDNJA,11,12,6.60000000000001,1
2.625,1.9,1.3,94.4,91.85,17,SREDNJA,11,21,9.60000000000001,1
2.875,3.9,2.5875,87.5,80.3375,17.8,SREDNJA,11,23,13.6,0.800000000000001
3.375,1.8,1.625,90.4,88.0375,14.7,SREDNJA,11,27,6.10000000000001,1.5
4.625,2.5,1.65,89.9,84.0375,17.1,SREDNJA,11,37,11.4,2.8
3.125,3.7,2.6875,74,71.875,18.1,SREDNJA,11,25,4.3,0.5
1.875,1.3,1,92.4,89.9875,16,SREDNJA,11,15,8.40000000000001,1.2
2.75,1.6,1.15,93.5,91.325,14.7,NIZKA,11,22,6.8,0.6
6.75,2.4,1.75,83.8,82.6,11.4,NIZKA,11,54,2.09999999999999,0.700000000000001
3.25,1.9,1.325,84.9,79.2,14.7,SREDNJA,11,26,10.6,1.1
5.25,6.4,3.725,77.1,71.7625,17.4,SREDNJA,11,42,8.89999999999999,2
5.375,2.4,1.85,90,87.675,11.4,SREDNJA,11,43,5.59999999999999,2
1.125,6.7,4.6625,84.8,77.8625,13.2,SREDNJA,11,9,10.4,0.699999999999999
1.75,1.9,1.1125,89.7,87.3,10.5,SREDNJA,11,14,6,0.699999999999999
5.625,2.4,1.7,92.1,89.7375,7.9,NIZKA,11,45,4.3,0.800000000000001
3.625,2.2,1.7875,90,87.85,8.5,NIZKA,11,29,6.3,1.1
2.75,2.3,1.825,91.8,90.175,8.2,SREDNJA,11,22,5.5,1.7
2.5,2.6,1.7,92.9,92.1,7.2,NIZKA,11,20,1.60000000000001,1
2.5,2,1.6,94.1,93.5875,7.1,NIZKA,11,20,1.19999999999999,1.6
2.5,2,1.7125,92.4,91.45,8.6,NIZKA,11,20,2,0.9
0.625,2.8,2.5125,57.2,53.9125,9.3,NIZKA,11,5,5,0.200000000000001
0.875,1.6,1.225,74.8,67.875,9.6,NIZKA,11,7,14.7,0.5
1.5,1.7,1.2625,94.1,93.5375,12.6,NIZKA,11,12,1.19999999999999,1.4
1,1.8,1.225,95.1,92.25,14.7,NIZKA,11,8,8.5,1.2
0.625,2,1.3,95,94.3875,13.8,NIZKA,11,5,1.2,0.4
0,5.6,4.1,94.2,79.2625,18.7,NIZKA,12,0,20.8,3.3
0.5,3.7,2.075,79.2,70.0625,11,NIZKA,12,4,13.8,1.1
0.5,3.2,2.4,64.1,60.525,9.3,NIZKA,12,4,5.2,1
0,3,2.3125,81.5,74.4125,9.2,NIZKA,12,0,16.5,1.5
0.75,2,1.475,77.9,74.3625,10.3,NIZKA,12,6,7.10000000000001,1
0.5,2,1.4,89.8,82.6125,9.9,NIZKA,12,4,15.9,1.9
0.875,2.7,2.225,56,55.175,10.3,NIZKA,12,7,2.1,0.600000000000001
1.25,3.4,1.925,63.2,58.375,10.7,NIZKA,12,10,9.2,0.5
0.75,4,3.2625,52.7,48.3,9.5,NIZKA,12,6,7.40000000000001,1.5
0.5,3.2,1.9625,39.1,34.175,7.7,SREDNJA,12,4,8.3,1.7
0.6125,2.7,1.825,57.3,53.8125,5.7,SREDNJA,12,4.9,6.4,1.5
0.75,2.5,1.7375,81.6,77.575,2.8,NIZKA,12,6,8.69999999999999,0.7
0,1.7,1.25,92,90.55,11.2,NIZKA,12,0,3.59999999999999,1.5
0.125,2.2,1.475,77.6,66.0625,12.3,SREDNJA,12,1,20.2,1
0.5,2.1,1.6875,89.4,87,9.3,NIZKA,12,4,6.2,3
0.375,1.8,1.375,84.4,82.4625,9.7,NIZKA,12,3,5.40000000000001,1.5
0.125,2.5,1.5125,92.2,87.5,11.5,NIZKA,12,1,13.5,1
0.375,3.2,1.9875,91,85.4875,10.8,SREDNJA,12,3,14.7,5.1
0.125,2.3,1.7375,90.6,87.2125,7.6,NIZKA,12,1,6.8,1.1
0,2.8,1.7,78.7,76.6875,9.3,NIZKA,12,0,4.5,0.600000000000001
0.125,2.6,1.6625,83.4,80.125,8.9,NIZKA,12,1,5.60000000000001,0.700000000000001
0.125,1.8,1.2625,85.3,83.95,9.5,NIZKA,12,1,2.39999999999999,0.4
0.125,3.1,2.2,81.9,62.8875,9.2,SREDNJA,12,1,30.2,2.4
0.25,2.9,2,72.6,54.7875,3.8,SREDNJA,12,2,24.6,2.2
0,5.2,3.0625,73,61.225,4.6,SREDNJA,12,0,19.6,1.1
0.25,4,2.8875,40.7,35.5375,1,SREDNJA,12,2,10.6,0.9
1,4.6,3.7375,46.8,43.4,-0.5,SREDNJA,12,8,14.8,0.5
0.25,7.5,4.875,40.8,28.2625,2.6,SREDNJA,1,2,24,1.2
0.375,2.7,1.8,77.5,74.05,3.1,SREDNJA,1,3,7.7,1.2
0.25,2.5,1.8,84.7,82.8125,4.2,NIZKA,1,2,3.90000000000001,2.1
0.25,2.9,1.6125,88.6,83.5625,8.1,SREDNJA,1,2,7.89999999999999,4
0.25,3,2.175,61.3,53.9,1.8,SREDNJA,1,2,12.4,0.8
0.25,2.5,1.7875,69.8,67.725,2,SREDNJA,1,2,4.3,1.5
0.125,1.9,1.45,68.4,67.025,5.8,SREDNJA,1,1,3.10000000000001,2.2
0.125,1.6,1.2,73.9,69.525,7.5,NIZKA,1,1,7.5,1.1
0.125,2.1,1.05,81.2,76.45,9.2,NIZKA,1,1,11.2,0.899999999999999
0.25,1.5,1.0875,84.5,81.4625,8.4,NIZKA,1,2,6.09999999999999,1.1
0.25,2.5,1.3625,93,91.6125,12.2,SREDNJA,1,2,7.59999999999999,4.8
0.75,2.9,2.0625,70.5,65.8125,4.9,SREDNJA,1,6,9.1,2.7
0.375,2.9,1.9,76.9,65.7875,9.4,SREDNJA,1,3,19,3.8
0.375,2.8,2.4,89.3,86.4125,5.1,SREDNJA,1,3,5.7,1.2
0.125,2.5,1.475,92.6,88.475,8.5,NIZKA,1,1,11.5,4
0.125,1.9,1.125,92.5,88.225,9.7,SREDNJA,1,1,11.6,2
0.125,7.8,6.7125,66.8,66.3125,13.7,SREDNJA,1,1,0.899999999999992,0.199999999999999
0.625,2,1.4625,77.1,70.35,11.7,SREDNJA,1,5,16.8,3.3
0.5,2,1.775,91.7,88.35,4,NIZKA,1,4,7,1.3
0.625,2.3,1.875,79.3,75.025,4.4,SREDNJA,1,5,9.2,0.600000000000001
0.75,2.3,1.65,78.3,74.85,6.9,NIZKA,1,6,5.7,1.5
0.125,4.2,3.325,51.6,49.4375,9.7,NIZKA,1,1,4.3,0.399999999999999
0.25,3.5,2.6625,50.8,48.3375,8.1,SREDNJA,1,2,3.7,1.1
1.125,1.6,1.15,42.6,39.1125,6.6,SREDNJA,1,9,6.7,1.3
0.875,2.3,1.625,64.7,62.5375,2.9,SREDNJA,1,7,4,2.7
0.75,2.7,1.625,64.1,52.9375,4.8,SREDNJA,1,6,19.4,2.8
0.5,2.7,2.1375,65.2,58.65,4.4,SREDNJA,1,4,15.2,4.5
0,6.2,3.5625,91,83.275,10.4,SREDNJA,1,0,15.1,3.2
1.5,2.9,2.025,86.2,79.2,3.5,SREDNJA,1,12,19.2,2.4
1,1.3,0.875,81.4,75.7375,6.1,SREDNJA,2,8,11.1,1.1
2.125,2.7,1.8375,82.5,75.55,5,SREDNJA,2,17,20.1,4.6
1.25,2.5,1.95,82,80.1625,1.8,SREDNJA,2,10,3.09999999999999,1.1
0.75,3.5,2.275,84.9,70.7375,5.9,SREDNJA,2,6,24.3,3.8
0.25,4.2,2.5875,67.8,62.325,5,SREDNJA,2,2,13.5,0.6
1.125,7.3,6.8625,52.4,50.875,5.5,SREDNJA,2,9,3,0.7
0.75,5.3,4.4625,48.3,43.7375,4.5,SREDNJA,2,6,10.8,0.8
1.625,2,1.4875,68,62.4,1.3,SREDNJA,2,13,13.9,2.4
3.75,2.4,1.8625,43.1,39.6125,2.1,SREDNJA,2,30,7.2,1.5
1.625,2.4,1.575,68.3,66.0625,1.8,SREDNJA,2,13,4.7,1.3
2.5,2.4,1.6,72.4,69.175,5.6,SREDNJA,2,20,7,2.9
3.5,2.5,1.8875,79.9,78.025,3.1,SREDNJA,2,28,3.80000000000001,1.4
1.375,1.9,1.3375,68.1,63.6875,5.3,SREDNJA,2,11,7.99999999999999,1.7
0.375,1.4,1,84.1,76.575,6.3,SREDNJA,2,3,11.2,0.399999999999999
2.125,2.5,1.8375,68.9,66.925,9.7,SREDNJA,2,17,4.2,0.299999999999999
4.75,2.1,1.725,73.9,70.5,6.4,SREDNJA,2,38,5.80000000000001,2.5
5.625,2,1.725,61.3,60.2625,5.2,SREDNJA,2,45,3.3,1.2
6.75,5,4.1625,45.1,41.825,6.6,SREDNJA,2,54,7.5,1.4
7.125,2.7,2.175,59.8,55.1375,0.8,SREDNJA,2,57,7.4,1.8
6.375,2.2,1.7125,77.8,74.65,1.8,SREDNJA,2,51,6.5,2
3.625,2.4,1.75,81.3,76.0625,5.1,SREDNJA,2,29,10.2,3.1
1.875,2,1.275,85.2,77.0625,9,SREDNJA,2,15,17.4,2.2
2.375,2.6,1.8375,78.3,64.6,9,SREDNJA,2,19,19.3,1.3
2.375,2,1,94.1,93.25,9.2,SREDNJA,2,19,2.5,0.399999999999999
6.25,4,3.3375,53.6,48.625,10,SREDNJA,2,50,11.9,0.800000000000001
5,2.4,1.8875,42.7,37.1875,10.4,SREDNJA,2,40,8.40000000000001,0.200000000000001
13.25,2.5,2.0875,72.6,67.6875,5.6,SREDNJA,2,104,10,2.5
21,3.3,2.2125,55.1,51.4125,11.5,SREDNJA,2,164,12.5,3.5
13.5,2.4,1.9125,71.7,68.1625,4.5,SREDNJA,3,101,6.90000000000001,1.3
2.375,4.3,3.075,72.9,66.35,11.6,SREDNJA,3,18,12.8,0.6
17.375,2.1,1.35,92.7,89.3625,8.9,SREDNJA,3,135,18.1,3
5.375,2.3,1.7125,59.4,56.625,10.5,SREDNJA,3,41,6.5,4.4
5.25,7.6,5.9875,42,37.0875,8.9,SREDNJA,3,40,10.4,0.6
19.125,5.3,3.85,28.5,27.575,8.6,SREDNJA,3,148,1.9,1.4
18.5,3.5,1.6375,44.8,41.1,7.8,SREDNJA,3,142,7.9,1.4
24.75,4.4,3.175,40.7,32.3875,9.1,SREDNJA,3,182,13.4,1.5
19.625,3.2,2.6875,40.6,38.7875,8.5,SREDNJA,3,146,3,1.5
20.25,2.8,1.8375,60.1,52.5625,9,SREDNJA,3,150,14.2,4
8.5,2.5,1.45,66.6,63.9125,7.2,SREDNJA,3,61,6.09999999999999,1.9
22.25,3.5,1.8375,48.8,35.5625,10.4,SREDNJA,3,164,23.1,6
22.75,2.6,1.6875,56.7,48.9875,7,SREDNJA,3,165,14.5,3.2
25.25,2.4,1.6625,66.7,61.45,6,SREDNJA,3,179,10.2,2.3
24.25,2.4,1.7,75.9,69.0625,6.9,SREDNJA,3,166,14.3,3.7
2.125,2,1.3375,60.2,53.85,11.1,SREDNJA,3,14,12.2,1.6
11.5,2.4,1.7625,63.2,61.1375,12.1,SREDNJA,3,77,5.2,1.1
29.75,2.6,2.0125,68.6,64.2125,8.8,SREDNJA,3,203,11.3,3.4
26.125,2.5,1.9375,69,64.975,8.1,SREDNJA,3,177,13.9,2.8
10.875,2.4,1.5625,60.7,58.65,9,SREDNJA,3,67,5.8,2.5
16.5,2.5,1.6875,77.1,72.9,8.6,SREDNJA,3,114,13.6,3.8
3.875,1.9,1.0875,84.2,74.8,10.7,SREDNJA,3,26,19.9,0.799999999999999
31.25,2,1.575,63,54.9875,12.2,SREDNJA,3,205,17.2,4.3
30.875,2.5,1.7375,69.1,65,9.7,SREDNJA,3,195,12,3.5
12.375,2.2,1.7625,79.7,74.7625,11.7,SREDNJA,3,54,9.90000000000001,3
7.5,5.7,4.1625,83.6,78.15,15.8,SREDNJA,3,54,13.3,1.7
8.5,1.9,1.0125,94.1,93.6625,13,SREDNJA,3,45,1.39999999999999,0.6
46.375,2.9,2.0625,41,33.0875,13.8,SREDNJA,3,291,12.6,1.7
44.5,2.6,1.6125,72.4,65.4875,10.3,SREDNJA,3,278,13.6,3.1
14,1.7,1.0375,70.5,62.35,11.5,SREDNJA,3,96,14,1.9
21.125,1.9,1.425,82.4,79.9375,12.5,SREDNJA,3,108,6.10000000000001,2.3
50.375,2.2,1.25,84.8,80.275,15,SREDNJA,4,297,11.3,4.3
52.125,2.8,1.9,43.6,35.9625,11.6,SREDNJA,4,323,15.8,5.6
61,3.9,3.1125,37.8,26.6,12.3,SREDNJA,4,345,19.1,2.2
16.25,4.6,2.025,59.9,54.8625,10.7,SREDNJA,4,96,12.8,4
26.875,3.9,2.825,64.2,55.9625,9,SREDNJA,4,159,22,0.800000000000001
63.125,5.1,3.8125,37,33.6125,9.3,SREDNJA,4,351,6.8,2
60.375,3.3,2.1,55.1,45.0375,10.1,SREDNJA,4,349,28.1,6.8
55,3.2,2.05,49.7,45.35,9,SREDNJA,4,344,12.5,4.7
60.625,2.3,1.675,65.8,59.95,12,SREDNJA,4,333,14.1,6.1
59.125,2.2,1.4875,82.1,76.975,11.9,VISOKA,4,327,13.7,4.7
53.625,2.5,1.6125,73.7,68.6,12.3,VISOKA,4,325,15.4,4.9
59.125,2.7,1.8375,82.2,77.9,13.3,VISOKA,4,348,13.5,5.4
66,2.7,1.475,72.6,70.125,14.7,VISOKA,4,353,6,4.6
47.625,2.5,1.775,71.1,63.2625,17.6,VISOKA,4,250,26.8,5.6
59.625,2.3,1.8625,74.6,68.75,16,VISOKA,4,313,14.9,5.4
70.125,2.6,1.6125,69,61.7625,14.3,VISOKA,4,366,15.5,3.7
18.25,2.7,2.1125,66.7,59.2125,17.2,VISOKA,4,79,19.9,1.4
9.125,1.3,0.9375,86.1,85.3375,14.8,SREDNJA,4,51,1.8,0.9
83.125,3.3,1.5875,75.7,62.4375,9.6,SREDNJA,4,417,25.2,5.5
82.5,2.4,1.725,73.2,63.2,12.5,SREDNJA,4,412,20.4,6.2
82.375,2.7,1.6,74.3,67.05,16.4,VISOKA,4,412,29.6,8.4
77.625,2.5,1.7125,67.3,60.7125,17.5,VISOKA,4,390,22.1,7.5
84.875,4.1,2.75,56.9,40.2125,20.7,VISOKA,4,423,30.7,8.2
7.25,3.3,2.275,78.1,61.8,16.2,SREDNJA,4,27,21,1.8
87.875,2.1,1.425,87.5,82.6125,16.6,SREDNJA,4,454,21.3,5.9
54.75,1.8,1.225,82.8,76.95,17.2,SREDNJA,4,206,13.6,3.4
52,2.1,1.225,82.5,77.85,17.6,SREDNJA,4,313,15.9,2.6
17.625,2.6,1.5625,81.7,76.3,16.2,SREDNJA,4,89,12,1.2
88.625,3,1.625,91.3,66.4125,16.8,SREDNJA,4,438,58.6,4.5
21.625,2.5,1.825,75.5,71.2625,14.1,SREDNJA,4,98,9.5,3.9
59.125,5.6,2.925,80.8,75.5,16.3,SREDNJA,5,223,13.7,3.3
5.375,3.8,3.0375,84,82.0125,15.7,SREDNJA,5,28,4.2,0.699999999999999
18.875,3.2,1.7625,85.1,68.2,17.9,SREDNJA,5,82,27.5,1.6
46.625,1,0.675,86,81.0875,17.9,SREDNJA,5,211,9.2,1.2
74.5,2.3,1.7625,88.7,83.4625,17.8,VISOKA,5,307,13.8,3.3
88,2.4,1.4625,82.1,76.925,19.4,SREDNJA,5,418,15.3,3.9
73.875,2.6,1.6125,86.8,71.9625,22.4,VISOKA,5,285,51,6.8
105.625,2.9,1.7625,61.7,56.0375,21.7,VISOKA,5,477,19.2,7
73,2.7,1.9125,78,65.375,21.8,VISOKA,5,413,27.1,5.5
105,2.4,1.6125,73.3,63.075,20,VISOKA,5,489,19.9,4
101.625,2.7,1.9625,64.8,56.9375,22.7,SREDNJA,5,469,29.1,6.9
89.875,2.7,1.6,70.8,62.8875,19.7,VISOKA,5,471,21.9,5.9
85.25,2.3,1.725,72.7,66.775,19.5,VISOKA,5,384,18.5,4.8
70.25,3.9,2.5,70.3,52.55,21.8,VISOKA,5,392,24.9,4.1
103.25,4.5,2.8625,65.2,61.4,21.9,SREDNJA,5,497,12.7,3.4
91.75,2.5,1.8625,67.7,56.725,24.1,SREDNJA,5,359,29,6.7
108,2.6,1.8875,72.1,58.7375,24,VISOKA,5,486,31.4,7.6
5.375,3.2,2.125,84.9,65.5,16.2,SREDNJA,5,23,29.9,2.5
79.125,2,1.4,74.5,60.7625,19,SREDNJA,5,362,22.8,3.9
108.75,2.8,1.525,77.3,69,18.5,SREDNJA,5,538,14.9,3.2
46.625,5.1,2.15,89,78.7,17.5,SREDNJA,5,228,22.7,2.7
81,2.7,1.0875,78,64.75,19.4,SREDNJA,5,386,37.8,3.4
120,1.9,1.2375,59,48.325,16.5,SREDNJA,5,545,21.3,4.6
110.625,2.3,1.8125,84.4,78.3125,18.3,VISOKA,5,496,17,5.8
108.125,2.6,1.9375,78.7,71.875,20.9,VISOKA,5,468,25.1,6.5
72.125,2.4,1.875,69.3,63.3375,21.8,VISOKA,5,353,19.3,6.1
94.5,2.5,1.9125,77.9,71.075,20.8,VISOKA,6,417,20.6,5.3
100,2.3,1.6875,74.6,65.3125,22.7,VISOKA,6,455,23.6,6.7
107.125,2.1,1.45,78.8,72.9875,23,VISOKA,6,485,18.1,5.4
66.25,2,1.425,71.6,66.55,26,VISOKA,6,324,15.3,4.8
107.125,1.8,1.425,61.5,55.25,27.1,VISOKA,6,486,16.2,5.2
116.25,2.9,2.0375,53,45.5875,28.6,VISOKA,6,526,18.6,5.8
115.25,2.7,1.9,69.7,48.5375,28.5,VISOKA,6,524,27,7.4
116,2.7,1.9,64.3,52.4375,28.1,VISOKA,6,528,32.1,8.7
110.875,2.6,1.725,60.8,53.7,26.7,VISOKA,6,503,16,7.2
108.875,3.2,1.9875,53.5,50.25,26.8,VISOKA,6,494,11.2,3.8
110.25,2.3,1.625,69.2,61.6,26.7,VISOKA,6,499,22.6,7.3
109.75,2.5,1.7,71.8,67.5,24.5,VISOKA,6,500,11.3,4.2
89,3.8,2.05,71.6,63.2125,27.3,VISOKA,6,468,15.2,4
101,3.8,1.7875,71.3,58.625,28.6,SREDNJA,6,416,34.8,7.1
99.775,3.4,2.2375,83.1,78.15,24.3,SREDNJA,6,476.8,14.9,3.8
77.75,2,1.275,85.5,75.9875,24.4,VISOKA,6,304,18.9,4.6
78.25,5.1,2.925,84.9,64.2375,20.8,SREDNJA,6,304,41.8,1.7
124.375,3.8,2.3,38.4,35.7125,21.9,VISOKA,6,530,7.7,3.7
61.5,2.1,1.5875,75.2,68.8875,22.5,SREDNJA,6,210,16.6,4.6
73.875,2.6,1.8375,59.3,50.7,22,SREDNJA,6,314,17.5,3.5
106.5,2.6,1.4375,46.4,41.3875,21.2,SREDNJA,6,544,11.5,3.6
89.375,2.6,1.625,64.7,60.3375,22.4,SREDNJA,6,436,17.8,5.8
58.275,6.8,4.1125,69,61.375,23.9,SREDNJA,6,306.8,18.1,2.7
106.5,3.6,2.85,62.9,54.5375,19.5,SREDNJA,6,532,16.1,3.5
114.625,2.5,1.8125,81.5,70.4625,21.6,VISOKA,6,523,35.4,6.3
113,2.3,1.5875,81.5,70.9875,23.3,VISOKA,6,523,33.6,7.5
100.75,2.5,1.7625,68.1,60.925,24.6,VISOKA,6,396,15.5,6.6
113,2.4,1.6125,86.2,80.425,22.7,VISOKA,6,521,16.1,5.2
86.5,2.4,1.4375,71.2,61.45,24.7,VISOKA,6,407,31.1,5.3
110.375,2,1.575,77.3,69.475,24.7,VISOKA,6,483,24.7,5.4
79.375,2.4,1.85,62.9,56.5125,26.1,VISOKA,7,319,17.4,7.1
105,2.6,1.5625,62.6,56.05,26.2,VISOKA,7,481,16.8,6.6
104.5,2.3,1.6375,68.3,62.2375,26.4,VISOKA,7,482,15.1,4.6
100,2.2,1.3625,71,66.3,28.1,VISOKA,7,460,14.5,4.6
98.875,2,1.35,76.8,72.2125,27,VISOKA,7,455,10.2,3.7
97.125,2.6,1.5125,79.9,71.9,27.9,VISOKA,7,442,20.2,3.7
97.75,2.3,1.575,76.3,71.6375,28.6,VISOKA,7,446,11.4,4.4
92.25,2.6,1.625,80.4,68.7375,29.7,VISOKA,7,414,32.3,5.2
31.25,5.6,3.65,71.3,62.2375,23.4,SREDNJA,7,186,20.4,1.6
110.625,3.8,2.65,45.1,39.85,24.6,VISOKA,7,513,10.4,3
107.25,2.3,1.575,70.4,64.1375,23.6,VISOKA,7,502,17.1,4.7
103.625,2.5,1.8375,75.8,66.9625,24.9,EKSTREMNA,7,482,18.6,5.1
60.875,2.5,1.7875,63.7,55.8125,26.8,VISOKA,7,226,14.6,4.4
100.625,2.1,1.6625,60.7,55.325,26.9,VISOKA,7,470,15.5,5.4
95.75,2.5,1.5625,67.8,63.85,27,VISOKA,7,448,15.9,4.7
85.125,2.2,1.6625,62.9,58.975,27.9,VISOKA,7,407,10.8,4.3
93,2,1.55,58.7,53.075,30.8,VISOKA,7,437,18.9,7.2
89.25,2.3,1.6875,77.8,69.9125,30.2,VISOKA,7,412,21.6,5
93,2.3,1.425,66.4,60.7125,31.3,EKSTREMNA,7,438,22.9,7
89,2.3,1.8875,61.9,59.0125,29.6,VISOKA,7,422,7,4.7
93.75,2.5,1.7125,64.4,57.8625,31.9,VISOKA,7,443,17.2,7.1
92.75,2.4,1.625,61.4,54.5,33.1,VISOKA,7,439,22.5,7.3
97,3.3,2.15,59.3,55.925,29.5,VISOKA,7,460,12.6,4.8
70.625,3,2.2875,47.9,44.4125,30.2,VISOKA,7,337,10.8,2.5
77.5,3.9,2.0125,61.8,56.7125,30.1,EKSTREMNA,7,348,19,5.6
37.875,2.2,1.6125,82.3,74.35,23.7,VISOKA,7,153,16.5,2.2
69.625,2.7,2.1625,62.1,57.275,26.6,VISOKA,7,359,12,3.1
81,4.3,1.95,67.6,59.65,28.7,VISOKA,7,362,14.5,5.6
40.875,3,2.3125,56.5,54.55,24.7,SREDNJA,7,203,5.3,1
84.75,5,2.85,83.2,70.4125,21.1,SREDNJA,7,450,33.4,3.2
91.375,2.5,1.5125,72.5,62.025,23.4,VISOKA,8,438,24.7,7.1
47,4.7,2.15,90.3,86.2375,22.4,SREDNJA,8,174,11.3,1.7
88.375,2.4,1.875,85.1,75.325,27.4,VISOKA,8,430,32.6,6.9
88.125,2.3,1.5125,77.6,68.7875,27.6,VISOKA,8,428,21.4,6.1
85.75,2.9,1.8125,73.2,60.8,29.7,SREDNJA,8,417,25.8,6.2
82.875,2.5,1.75,68.8,62.325,31,VISOKA,8,405,24.9,7.9
79.875,2.8,1.825,63.6,56.8875,30,VISOKA,8,389,11.7,6.4
77,2.2,1.75,59.9,54.3375,31.7,VISOKA,8,382,18.6,6.2
78.5,2.5,1.75,62.6,57.9,29.4,VISOKA,8,390,16.8,5.4
83.125,1.9,1.4125,55.2,47.7375,30.9,VISOKA,8,409,28.7,8
73.875,3,1.8625,83.7,67.9875,27.5,VISOKA,8,351,34.1,5.5
75.125,2.5,1.6875,57.7,53.05,30.1,VISOKA,8,377,17.3,7.6
76.25,2.7,2.1125,51,45.975,30.8,VISOKA,8,382,16.4,7.6
71,2.9,1.7625,49.1,42.9875,29.3,EKSTREMNA,8,360,13,6.4
58,7.3,2.675,75.6,63.8375,26.8,VISOKA,8,337,26.4,3.9
61.125,2.1,1.625,82.4,75.2625,25.4,SREDNJA,8,285,19.9,3.6
8,2,1.525,89.7,88.425,20.2,SREDNJA,8,36,3.2,0.800000000000001
0.25,2.7,2.2125,91.4,89.975,3.3,SREDNJA,1,2,4.2,1.6
0.25,2.1,1.5875,96.3,92.3,7.4,NIZKA,1,2,8.3,2.3
0.125,2,1.225,96.6,96.4,9.4,NIZKA,1,1,0.5,0.6
0.1125,4.3,2.7625,97.5,95.1875,13.1,SREDNJA,1,0.9,6.2,3.5
0,6.6,5.675,72.2,69.325,15.2,SREDNJA,1,0,5.40000000000001,0.5
0.25,6,4.1375,77.6,69.3375,11.6,SREDNJA,1,2,14.4,2.7
0.25,2.2,1.575,88.5,84.025,6.7,NIZKA,1,2,8.90000000000001,1.1
0.5,1.8,1.2125,90.1,86.525,5.9,SREDNJA,1,4,10.8,2.2
0,2.3,1.5875,95.1,90.5,7.7,SREDNJA,1,0,13.5,0.7
0.25,2.2,1.6125,80.8,76.3125,2.8,SREDNJA,1,2,12.5,2.3
0.875,2.8,1.8625,51.8,47.525,3.8,SREDNJA,1,7,13.6,2.2
0.375,3,2.3375,52,46.15,1.6,SREDNJA,1,3,14.1,2
0.625,2.3,1.9625,71.2,66.5875,-2.4,SREDNJA,1,5,8,0.7
0.375,2.4,2.0375,76.6,75.2375,-1.3,SREDNJA,1,3,3.5,1
0.5,2.5,2.0875,85.2,79.075,-0.5,SREDNJA,1,4,10.8,0.9
0.375,2.1,1.4625,68.8,64.0375,3.1,SREDNJA,1,3,10.4,3.7
0.5,2,1.6875,75.8,74.1875,2,SREDNJA,1,4,2.8,2.3
0.875,2.7,1.7125,91.8,89.7875,0.9,SREDNJA,1,7,4.59999999999999,1.1
1.125,2.2,1.6375,91.6,90.3375,1.1,NIZKA,1,9,3.19999999999999,0.6
1.5,2.2,1.6875,93.3,91.8625,2.2,NIZKA,1,12,2.89999999999999,0.7
0.25,2.4,1.5,94,92.4625,4.7,NIZKA,1,2,4.8,2.4
0.125,1.8,1.1875,93.4,91.7625,9.4,NIZKA,1,1,2.2,1.5
0.625,2.7,1.35,88.8,86.6625,9.2,NIZKA,1,5,5.5,1.3
0.125,1.8,0.725,98.9,98.5375,9,SREDNJA,2,1,1,0.199999999999999
1.25,6.7,3.0625,88,79.875,7.8,SREDNJA,2,10,21.6,3.4
1.5,2,1.8125,84,78.4625,4.1,SREDNJA,2,12,11,1.7
2.375,2.2,1.7375,85.6,84.225,4.2,SREDNJA,2,19,2.69999999999999,1
0.875,4.1,1.75,89.1,84.7375,10.8,SREDNJA,2,7,12.3,3.8
0.375,6.5,6.075,79,77.15,13.2,SREDNJA,2,3,3.59999999999999,0.6
1.625,6.3,1.9125,95.9,88.7625,12.7,SREDNJA,2,13,25.8,3.3
3,7.8,7.1,86,82.5375,12.2,SREDNJA,2,24,8.8,2.1
3,2.7,1.7625,85.7,77.5125,7,SREDNJA,2,24,22.9,4.3
0.375,2.7,2.2625,84.6,76.2125,7.8,SREDNJA,2,3,13.3,1.3
0.5,8.7,4.025,94.8,90.9625,7.7,SREDNJA,2,4,6.09999999999999,1.2
0.375,1.8,1.125,95,93.75,7.8,SREDNJA,2,3,2.90000000000001,0.8
0.625,1.9,1.1,96.7,96.1625,9.1,SREDNJA,2,5,1.7,0.799999999999999
8.375,3.1,2.3875,68.4,64.525,10.1,SREDNJA,2,67,7.00000000000001,0.9
0.5,5.4,3.675,79.2,66.4625,8.9,NIZKA,2,4,21.4,1.6
3.25,2.1,1.35,96,94.925,9.3,NIZKA,2,26,3.09999999999999,2
