Glob_sevanje_mean,Hitrost_vetra_max,Hitrost_vetra_mean,Vlaga_max,Vlaga_mean,Temperatura_lokacija_max,O3,mesec,Glob_sevanje_spr,Vlaga_spr,Temperatura_lokacija_spr
0.25,0.9,0.675,79.9,76.25,1.7,NIZKA,1,2,12.6,1.1
0.875,1.1,0.7375,86,83.475,2.3,NIZKA,1,7,4.8,0.6
0.25,2,1.2625,94,87.4125,5.9,NIZKA,1,2,10.2,1.6
0.375,1.4,0.7875,97,95.4875,1.3,NIZKA,1,3,3.59999999999999,2.3
0.5,2.5,1.925,78.1,68.825,1.9,NIZKA,1,4,18.1,2.4
0.125,1.3,0.7875,77.1,72.75,0.7,NIZKA,1,1,7.5,0.3
0,0.8,0.675,93,92.6,-1.5,NIZKA,1,0,1.2,0.3
0.225,0.9,0.5875,92.3,91.2125,-0.8,NIZKA,1,1.8,2.89999999999999,0.3
0.2125,1.1,0.7375,93.7,92.525,0.1,NIZKA,1,1.7,3.2,0.2
0,1.3,0.625,94,92.1875,-0.2,NIZKA,1,0,3.3,0.4
0.125,2.1,1.525,86.9,86.325,-0.3,NIZKA,1,1,1,0.4
0.625,2.3,1.6875,91.8,90.3875,-0.5,NIZKA,1,5,3.09999999999999,2.6
0.25,1.8,0.6625,96.3,94.2375,1.8,NIZKA,1,2,4.3,0.9
0.25,0.9,0.5625,98,97.6625,1.7,NIZKA,1,2,0.900000000000006,0.6
0.225,1.7,0.8875,97.8,95.5625,2.5,NIZKA,1,1.8,4.8,1.9
0.25,1.4,0.725,95.3,94.15,1.4,NIZKA,1,2,4.8,0.4
0.125,2.2,1.2,95.2,94.0625,1.6,NIZKA,1,1,2.3,1
1.125,2.1,1.7125,80.7,76.1875,1.3,SREDNJA,1,9,8.10000000000001,1.8
0.5,2.4,1.6875,74.4,73.1875,-3.7,SREDNJA,1,4,1.90000000000001,0.7
2,1.7,1.5,78.5,77.2875,-3.5,SREDNJA,1,16,2.2,1.4
0.75,1.1,0.725,80.3,78,-0.7,NIZKA,1,6,3.5,0.9
1,2.1,0.975,93.1,91.55,1.5,SREDNJA,1,8,4.8,0.2
2.125,1.5,1.0375,90.4,85.725,2.7,SREDNJA,1,17,13.1,3.2
1.375,4.5,2.3375,90.2,81.0875,5.1,NIZKA,1,11,16.1,5.2
1.625,1.6,1.1625,88.4,85.3125,2.5,NIZKA,2,13,5.7,3.1
0.125,0.9,0.6,96.3,95.2375,5.3,NIZKA,2,1,2.3,1.3
1.175,2.2,1.3375,95,90.8875,2.1,SREDNJA,2,9.4,12.9,1.4
2.25,0.8,0.475,92.1,91.075,-0.5,SREDNJA,2,18,2.5,0.7
0.875,1.6,1.05,80.4,79.3625,0.7,NIZKA,2,7,2.90000000000001,1.1
1.2125,3.2,1.3375,95.2,93.3625,3.7,NIZKA,2,9.7,5,0.7
2.25,1.4,0.8875,95.9,94.35,-2.2,NIZKA,2,18,4.60000000000001,1.4
2.125,0.8,0.625,91.7,90.125,-1.9,NIZKA,2,17,3.3,0.4
0.625,1.3,0.625,95.2,93.5125,-2.7,SREDNJA,2,5,3.5,1.1
3.125,1.2,0.825,92.9,91.9625,-5.2,NIZKA,2,25,2.5,1.5
2.3875,1.3,0.8375,94,92.3,-1.6,SREDNJA,2,19.1,4,0.3
2.5125,1.4,1.075,90.5,88.95,-1.1,NIZKA,2,20.1,2.59999999999999,0.5
0.875,0.8,0.5125,94.1,92.8875,0.3,NIZKA,2,7,3,0.4
1,0.9,0.575,91.7,89.7375,0.9,NIZKA,2,8,4,0.2
1.625,2.5,1.2125,91.4,90.025,1,SREDNJA,2,13,4.7,1
3.875,0.9,0.6125,92.5,89.0875,1.8,SREDNJA,2,31,11.1,1.1
1.125,1.7,1.075,82.3,79.075,2.1,SREDNJA,2,9,8,0.9
3.5,0.9,0.6,92.8,91.6125,-1.3,SREDNJA,2,28,2.09999999999999,2.7
5.75,1.1,0.6125,85,82.4125,-0.1,NIZKA,2,46,4.40000000000001,0.7
3.6125,2.7,1.8125,86.4,82.4,-0.2,SREDNJA,2,28.9,9.5,1.6
3.7625,2.8,1.825,90.5,85.9625,-3.2,SREDNJA,2,30.1,13.2,0.5
3.9,1.3,0.8,91.9,88.5625,-2.6,SREDNJA,2,31.2,9.40000000000001,0.6
4.05,0.8,0.4125,94.3,93.55,-0.6,SREDNJA,2,32.4,2,0.3
4.325,1.2,0.725,96.8,96.3375,0.4,NIZKA,2,33.6,1.39999999999999,0.4
4.5,1.2,0.7,97.3,96.3,0.1,NIZKA,2,35,2.3,0.9
11.25,1.3,0.65,97.3,96.5875,6.3,NIZKA,3,78,2.09999999999999,1.3
2.5,2.8,1.7125,87.3,82.075,5.2,SREDNJA,3,16,12.6,1.6
16.25,2.2,1.45,77.3,73.925,0,SREDNJA,3,113,9.5,0.9
32.5,0.9,0.5625,79,71.0625,-1.5,SREDNJA,3,212,17.5,2.5
14.375,2,0.725,66.7,62.2125,1.7,SREDNJA,3,107,9,1.9
10.625,1.2,0.6,94.9,93.125,1.9,NIZKA,3,77,5,0.8
34.125,4.2,1.4,96.4,93.9875,3.8,SREDNJA,3,216,7.30000000000001,1.8
36.875,1.6,0.7,91.7,87.225,2.7,SREDNJA,3,230,10.6,2.7
9.5,1.9,1.3125,91.9,86.9,6.2,SREDNJA,3,64,11.5,0.9
42.375,1.6,0.925,79.4,69.725,3.1,SREDNJA,3,261,22.2,3.8
31.25,2.4,1.575,72.2,66.125,2.9,SREDNJA,3,187,12.6,3.2
3.5,1.9,1.575,93,89.2875,0.2,SREDNJA,3,25,9,0.4
7,3.6,3.0125,85.9,76.65,-1.7,SREDNJA,3,41,14.2,1.4
13.5875,1.1,0.75,89.7,85.0875,-1.5,SREDNJA,3,76.7,12.2,1.3
15.75,1.2,0.6875,85.3,81.925,-1.7,SREDNJA,3,99,7.89999999999999,0.9
49,1.4,0.9,84.8,79.675,-0.6,SREDNJA,3,290,13.6,2.2
4.125,1.5,0.8125,94.4,93.75,3.7,NIZKA,3,22,2.40000000000001,0.5
5.875,0.9,0.5625,94.7,93.6375,3.9,SREDNJA,3,38,2.40000000000001,0.3
5.875,1.6,0.9375,95.1,94.2875,4.2,SREDNJA,3,40,1.5,0.6
6.125,2.4,2.0125,89.3,87.3125,3.1,SREDNJA,4,40,4.8,1.1
6.125,2.1,1.4875,94.8,91.2,2.3,SREDNJA,4,29,8.7,1.6
16.375,1.2,0.6875,95.2,94.3625,1.8,SREDNJA,4,88,1.8,0.9
38,0.8,0.4625,90.6,86.425,7,SREDNJA,4,203,9.69999999999999,2.8
4.75,2.5,1.575,85.6,78.7625,11.1,SREDNJA,4,26,12.7,0.9
9.1375,4.3,1.425,94.6,91.05,9.8,SREDNJA,4,40.7,16,2.1
77.375,0.7,0.3375,95.2,91.15,9,SREDNJA,4,380,16.3,3.9
74.625,1.8,0.9375,80.8,71.65,14.3,SREDNJA,4,380,19.9,5
36.375,1.3,0.725,58.5,52.175,14.2,SREDNJA,4,171,10.4,2.7
60.25,0.9,0.5,77.9,70.825,12.5,SREDNJA,4,266,16,3.1
72.5,0.7,0.375,85.6,78.4875,14.8,VISOKA,4,366,17.5,4.7
47.875,0.7,0.3125,81.4,75.4375,15.8,SREDNJA,4,179,12.2,3.1
70.875,1.5,0.7,91.8,85.1875,14.5,SREDNJA,4,334,22,3.6
71,1.4,0.7375,83.7,77.5875,13.3,VISOKA,4,364,13.9,4.3
20.5,1.6,0.7375,98.2,94.25,11.2,SREDNJA,4,71,7.3,1.5
24.5,0.6,0.3625,95.2,93.0125,11.1,SREDNJA,4,133,9.60000000000001,1.1
92.5,0.9,0.6625,92.5,85.55,11.2,SREDNJA,4,431,20.7,4.8
90.75,1.8,0.7125,88.3,78.4125,13.7,VISOKA,4,420,27.1,6.9
82.875,0.9,0.4625,84.4,75.5625,15,VISOKA,4,362,21.9,5.2
70.25,3.9,2.8625,79.1,69.6125,17.3,SREDNJA,4,367,25.4,2.6
31.375,1.6,1.0375,90.3,85.6,16,SREDNJA,4,145,12.1,2.3
42,1.2,0.75,90.9,87.4625,14.4,SREDNJA,4,217,8.7,2.9
77.25,0.8,0.4875,91.3,81.875,16.1,SREDNJA,4,348,22.2,4.6
77.375,1.1,0.65,90.9,85.425,15.5,SREDNJA,5,350,14.9,3.7
29.375,4.1,1.6625,69.9,65.7125,18.8,SREDNJA,5,147,12.3,1.9
96.75,2.3,1.025,96.2,90.9,18.3,SREDNJA,5,439,20.8,4
93.125,1.4,0.8125,90,82.5875,16.8,SREDNJA,5,425,20.3,4.6
17.25,1.8,1.025,95.5,93.2875,14.1,SREDNJA,5,71,4.7,1.6
18,1.3,0.5375,95.7,94.85,14.1,NIZKA,5,112,2.7,1.1
44.75,1.9,1.125,96.6,94.825,15.7,SREDNJA,5,200,6.5,1.9
27,0.8,0.5125,95.8,94.4,14.1,SREDNJA,5,142,3.5,0.9
62.75,1.2,0.575,96.4,93.575,14.8,SREDNJA,5,243,7.7,3.5
116.5,0.9,0.375,96.1,89.775,17.9,SREDNJA,5,501,20.8,5.3
15.5,4,2.575,96.3,93.9625,16,NIZKA,5,94,6,4.4
58.5,1.3,0.4875,96.2,92.4375,13.1,SREDNJA,5,250,16.2,1.6
76.125,2,1.1875,91.7,87.4125,13.2,SREDNJA,5,355,15.3,3.3
121.75,1.3,0.775,87.4,79.8,13.2,SREDNJA,5,499,21.4,5.5
121.125,1.1,0.6,89.6,79.8375,14.8,SREDNJA,5,499,24.3,6.3
33.25,1,0.675,87.6,83.3375,13.6,NIZKA,5,120,8.5,2.1
21.25,1.1,0.7875,96.8,95.2125,13.8,SREDNJA,5,78,5.09999999999999,0.9
113.75,3,1.7,93.6,85.6875,15.6,SREDNJA,5,524,24,5.6
74.5,1.4,0.525,88.7,81.2625,12.7,SREDNJA,5,235,13.5,3.8
120.25,2.6,1.3625,95.4,84.55,15.4,SREDNJA,5,619,26.8,4.9
124.875,2.4,1.15,95.9,90.4375,12.6,SREDNJA,5,517,13.3,3.4
109.75,1.6,0.95,87.4,79.9875,13.7,SREDNJA,5,510,18.8,5.1
53.7,3.9,2.825,87.9,73.0375,13.3,SREDNJA,5,228.9,26.3,1.3
13.125,2.4,1.8125,93.5,82.2,11.7,SREDNJA,5,63,31.4,4.2
24,1.9,0.9125,95.2,93.4875,7.6,SREDNJA,5,74,3.7,0.699999999999999
82.25,3.1,1.45,95.4,91.35,8.6,SREDNJA,5,455,15.9,0.8
56.25,1.3,0.7875,94.2,91.2875,10.7,SREDNJA,5,253,9.8,2
78.875,2.9,1.4,75.5,72.0875,15.8,SREDNJA,5,304,9.7,3.3
70.125,1.1,0.7125,87.4,80.5,13.7,SREDNJA,5,242,14.9,3.3
16.625,2,0.9375,86.9,79.4125,13.1,SREDNJA,5,53,16.4,2.3
27.5,1,0.575,94,92.175,9.6,NIZKA,5,96,4.09999999999999,0.699999999999999
63.75,1.3,0.825,96.2,91.9125,12.4,SREDNJA,6,241,17.8,2.5
54.75,1.9,0.9375,94.7,92.3125,13.3,SREDNJA,6,186,5.60000000000001,2
138.375,1.2,0.625,87.3,72.1875,16.3,SREDNJA,6,541,27.7,6.4
86.625,1.4,0.8625,90.4,82.2625,15.6,SREDNJA,6,349,19.6,3.3
86.375,1,0.675,93.2,88.975,16.2,SREDNJA,6,445,14.2,2.8
61.875,1.1,0.7875,91.4,89.7,15.3,SREDNJA,6,260,7.5,2.4
56.625,1.6,1.225,92.3,89.5125,16.2,SREDNJA,6,334,9.7,2.8
50.75,1.1,0.6375,96.9,94.7125,15.9,SREDNJA,6,295,8.60000000000001,1.9
58.125,0.9,0.5875,98.7,97.35,14.9,VISOKA,6,282,8.2,1.9
62.5,2.4,1.2375,95,91.4375,17,SREDNJA,6,320,14,2.6
44.375,1.1,0.7,85.5,82.2375,15.7,SREDNJA,6,165,8.7,2.2
133.875,1.2,0.875,92,83.6375,17.9,SREDNJA,6,528,28.1,6.3
137.5,0.9,0.675,86.5,77.2375,18.2,SREDNJA,6,530,24.1,6.8
119.75,1.1,0.5375,90.6,81.9625,19.1,SREDNJA,6,397,24.2,5.6
125.375,1,0.5625,89.2,82.2875,21,VISOKA,6,490,19.4,5.1
121.5,0.8,0.5875,85.4,78.4875,22.3,VISOKA,6,482,17.2,4.8
122.875,0.8,0.475,90,82.4125,23.8,VISOKA,6,486,21.7,5.3
124,0.8,0.525,86.8,80.3,24.5,VISOKA,6,487,19.6,5.3
125.625,0.9,0.525,90.7,84.675,25.5,VISOKA,6,494,20.5,4.8
127.625,1.2,0.8625,84,76.925,24.5,VISOKA,6,505,18.4,5.1
124.75,1.5,0.9625,81.5,71.5125,24.9,SREDNJA,6,494,16.4,4.7
125.5,1.7,1.0625,81.5,73.2125,21.7,VISOKA,6,472,18,4.1
118.875,1.3,0.8875,82.9,74.1875,22.5,VISOKA,6,495,19.6,5.3
24.75,2.4,1.225,92.6,89.225,18.1,SREDNJA,6,160,6.5,2
62.75,1.6,1.075,94.6,87.1125,13.8,SREDNJA,6,257,20.7,1.5
76.625,1.3,0.625,92.4,85.5125,13.8,SREDNJA,6,268,22.2,4.5
126.75,1.8,0.7,91.3,78.2,16.5,SREDNJA,6,497,32.1,5.4
94.125,1.3,0.6125,86.7,78.7625,17.8,SREDNJA,6,461,18.7,3.8
111.75,2.1,1.1625,92.7,83.5625,18.4,SREDNJA,7,402,28.4,3.1
115.625,1.1,0.675,90.2,83.3125,19,VISOKA,7,470,20,5
94.375,1,0.6375,89.9,83.1,19.3,VISOKA,7,339,18.9,4.1
72.375,0.9,0.65,82.8,77.9,19.8,SREDNJA,7,300,12.9,3.6
93.125,1.1,0.5625,88.5,81.4875,21.5,SREDNJA,7,424,19.2,4.8
110.125,1.1,0.6375,92.9,86.5375,21.7,SREDNJA,7,473,21.9,5.3
93.375,1.5,0.95,85.7,78.4375,21.7,SREDNJA,7,463,14.5,3.4
117.075,1.2,0.7625,91.3,84.5,22.7,SREDNJA,7,498.9,21.8,4.4
107.75,1.1,0.8,83.1,74.9125,22.7,SREDNJA,7,443,19.9,5.1
113.75,1.5,0.7,91.7,83.15,22.8,SREDNJA,7,453,22.5,5.6
102.375,3.4,1.3875,92.5,86.8375,20.6,SREDNJA,7,465,16,3.7
59,2.7,1.5125,88.7,84.0875,17.9,SREDNJA,7,280,15.3,1.5
62.875,1.5,0.8125,89.5,83.6375,18.2,SREDNJA,7,250,10.1,2.5
97.75,1.7,1.0875,94.2,90.4625,18.8,VISOKA,7,464,11.2,2.7
79.25,1,0.5375,90.9,84.175,18.4,VISOKA,7,346,15.3,3.7
106.75,1.5,0.85,87,74.2875,20.3,SREDNJA,7,468,30.9,3.9
110.5,0.9,0.6125,87.6,77.6875,19.6,SREDNJA,7,465,23,5.2
110.75,0.8,0.55,87.3,78.15,21.3,VISOKA,7,464,25,6.3
83.875,0.8,0.5,84.2,78.675,21,VISOKA,7,418,16.9,5
103.375,1,0.625,86.9,78.1625,22.5,VISOKA,7,442,22.4,5.4
101.125,3.7,1.8125,94.3,78.975,24.3,SREDNJA,7,450,39.6,5.7
113.125,0.9,0.7375,85.8,77.6375,21.6,SREDNJA,7,475,22.9,6
107.25,1,0.6625,82.6,74.9125,22.1,VISOKA,7,452,20.7,5.5
75.75,1.2,0.7375,90.3,86.4875,21,SREDNJA,7,384,14.4,4
76.25,1.6,0.9375,90.1,86.425,20.9,VISOKA,7,298,12.1,2.8
95.25,1.2,0.7375,87.4,80.1625,24,VISOKA,7,417,18.2,4.3
95.75,0.8,0.55,72.2,65.6125,24.8,VISOKA,7,432,16,4.5
94,2.4,1.0625,87.7,76.975,26.7,VISOKA,7,423,21.4,5.2
99.225,1.9,1,72.1,64.575,29.1,VISOKA,7,433.7,21.5,7.4
100.5,2.2,1.3625,92.4,87.25,20.4,SREDNJA,7,464,19.5,3.9
105.625,1,0.7375,86.4,77.0375,20.9,SREDNJA,7,457,25.8,5.7
103,0.9,0.6375,83.2,74.1125,22.5,SREDNJA,8,446,22,6
99.5,0.7,0.525,84,75.3125,23.6,VISOKA,8,437,22.2,5.8
102.5,1.1,0.9,80.5,70.8625,24.5,VISOKA,8,449,22.5,6.1
90.25,1.1,0.65,64.3,59.175,25.2,VISOKA,8,407,13.2,5.8
88.5,1.4,0.85,71.6,64.1375,25.8,VISOKA,8,405,18.7,4
87.875,0.8,0.55,84.8,76.875,25.6,VISOKA,8,402,18.9,4.3
87.25,1,0.6125,75,68.9875,25.4,EKSTREMNA,8,401,18.3,5.4
84.25,1.7,0.8625,66.6,59.6,24.7,VISOKA,8,399,15.5,4.8
81,1.3,0.85,60.1,54.6875,26,VISOKA,8,398,14.2,5.3
88.125,1,0.6875,80.8,73.15,20.2,VISOKA,8,408,16.4,4.9
84,0.9,0.725,81.1,72.575,20.9,VISOKA,8,392,18.2,4.8
12.7125,2.3,1.55,91.9,85.05,19.5,SREDNJA,8,53.9,16.4,3
28.75,1.3,1.1,98.7,96.0375,13.8,SREDNJA,8,145,9.10000000000001,1.1
86.625,0.9,0.5625,91.2,81.65,17.3,SREDNJA,8,407,22.7,5.4
83.5,1,0.6,86.1,79.5,17.9,VISOKA,8,398,19.2,4.8
81,0.9,0.5625,86.5,81.125,19,VISOKA,8,389,16.4,4.3
80.5,0.9,0.6125,84.8,78.75,20.5,VISOKA,8,386,16.5,4.3
6.875,5.9,4.2875,61.1,49.4375,21.1,SREDNJA,8,32,15.2,3.2
52.75,1.1,0.75,93.4,89.2875,17.4,SREDNJA,8,210,22.2,2.7
56.5,1.9,1.05,68.7,63.3875,19.9,SREDNJA,8,340,11.8,2.5
56.625,1.3,0.575,83.9,76.65,18.5,VISOKA,8,316,14.9,3.3
36.675,4.2,1.9125,94.7,89.0375,20,VISOKA,8,166.8,33.1,4.1
22.375,2,0.9375,96.9,95.2,17.1,SREDNJA,8,119,6.30000000000001,1.2
17.25,1.9,0.775,95.5,93.475,17.2,SREDNJA,8,87,7.8,1
11,1.9,0.8125,98.1,96.5375,16,NIZKA,8,39,3.09999999999999,1.2
31.375,1.3,1.025,98.1,96.1625,14.7,SREDNJA,8,199,7.59999999999999,1.5
37.875,0.9,0.575,97.5,95.3625,13.6,SREDNJA,8,222,5.40000000000001,1.6
67.375,0.9,0.6,91.9,87.525,15.4,SREDNJA,8,345,15.5,3.4
16,0.5,0.3875,91.9,87.575,14.5,SREDNJA,9,95,8,1.6
5.875,1.3,0.9875,98.8,96.025,15.3,SREDNJA,9,26,6.59999999999999,0.800000000000001
53.625,1.3,0.575,97.4,93.5125,14.4,SREDNJA,9,255,7.40000000000001,2.1
35.5,1.1,0.7625,91.7,88.2,17.5,SREDNJA,9,200,9.2,2.5
60.625,1.4,0.7875,94.8,86.5625,19.7,SREDNJA,9,325,18.1,4.1
24.875,1.6,0.975,91.4,87.5625,18.3,SREDNJA,9,143,9.7,2.5
57.25,1,0.5125,94.8,88.15,18.2,VISOKA,9,309,15.5,3.7
52,0.9,0.5125,91.9,88.6125,18,SREDNJA,9,229,9.30000000000001,2.5
12.8375,6,2.2,96.5,93.475,14.8,SREDNJA,9,77.9,5.8,2.6
28.875,2,1.25,96.7,94.2125,11.2,SREDNJA,9,152,5.60000000000001,1.2
45.25,1.3,0.8375,96,93.025,12.1,NIZKA,9,272,11.7,1.8
17.625,0.9,0.5,99.3,97.5,10.1,VISOKA,9,103,4.7,1.1
18.125,1.3,0.9,91.7,89.3125,14.2,SREDNJA,9,108,4.7,1.5
30.875,1.5,0.6625,97.8,95.625,14.1,SREDNJA,9,188,4.39999999999999,2.4
0.5,5.3,1.5625,97.5,95.025,16.2,SREDNJA,9,3,5.5,6.7
25,1.5,0.9375,93.6,92.325,9.3,SREDNJA,9,177,4.5,1.7
42.375,1.6,1.075,88.8,85.7375,14.2,SREDNJA,9,294,11,2.4
39.625,0.9,0.6875,87.7,82.175,15,SREDNJA,9,251,12.5,2.2
42.75,1,0.4875,96.3,93.85,13.5,SREDNJA,9,275,11.5,2.6
40.375,1.5,0.7125,98.3,92.85,13.1,SREDNJA,9,256,11.6,3
14.625,1,0.5875,98.7,96.0375,10.9,SREDNJA,9,83,6.10000000000001,2
10.5,1.3,0.6,99.7,98.7125,12.1,SREDNJA,9,61,3.10000000000001,1
23.25,1.1,0.6875,98.2,95.425,13.9,SREDNJA,9,131,5.40000000000001,1.8
39.75,2.1,0.975,94.4,87.2,15.7,SREDNJA,9,234,15.2,3.7
3.75,1.8,0.975,92.3,89.775,15.7,NIZKA,9,26,4.39999999999999,0.199999999999999
2.375,1.1,0.8875,95,91.1125,13.4,NIZKA,9,18,6.5,1.8
3.5,1.3,0.85,97,94.525,13.4,SREDNJA,9,17,5.40000000000001,0.9
5.125,2.2,1.25,94.3,92.0375,9.3,SREDNJA,9,29,5.59999999999999,0.5
19.125,1.1,0.6875,99.3,96.4,9.2,SREDNJA,10,129,5.2,1.6
14,2.4,1.3,89.7,84.4875,11.1,SREDNJA,10,99,10.1,1.7
24.5,1.3,1.05,73.4,69.1625,9.8,SREDNJA,10,158,7.60000000000001,2.8
39.625,1.8,0.8,90.5,80.05,6.9,SREDNJA,10,239,21.8,4.4
7.375,1.3,0.75,88.8,85.0375,6.8,NIZKA,10,39,8,1.3
13.375,1.4,0.65,94.7,93.6875,8.9,NIZKA,10,93,3.8,0.800000000000001
10.375,1.2,0.425,91.9,89.0375,12,SREDNJA,10,74,6.80000000000001,0.6
9.625,1.1,0.65,91.5,88.75,12.5,SREDNJA,10,54,4.8,0.9
12,0.6,0.3875,97,96.075,12.5,SREDNJA,10,86,1.90000000000001,0.800000000000001
8.875,1.5,0.7625,94,92.725,12.8,SREDNJA,10,63,3.8,0.9
0.625,3.2,1.725,97.1,94.3,13.5,SREDNJA,10,4,8.09999999999999,0.9
5.5,1.9,1.1125,96.6,92.4125,8.2,NIZKA,10,33,6.89999999999999,1.3
10.75,1.5,1,97.6,95.1375,10,SREDNJA,10,73,6.3,1.2
6.375,1.1,0.725,99.7,99.4375,9.2,NIZKA,10,42,0.700000000000003,1.4
17.625,0.9,0.5875,99.7,99.15,9.1,SREDNJA,10,118,1.7,1.7
4.375,0.9,0.6875,94.3,91.5,12.2,SREDNJA,10,30,5.59999999999999,1
14.75,1.2,0.7125,94.7,90.5375,6.6,NIZKA,10,84,9.10000000000001,3.1
7,1,0.55,99.6,97.725,6.1,NIZKA,10,47,4.19999999999999,1.4
6.875,0.6,0.2625,99.3,97.9125,6.7,SREDNJA,10,46,2.7,1.6
16.625,2.4,1.4,91.1,87.1125,14,SREDNJA,10,108,7.19999999999999,4.5
3.75,1.7,1.375,96.4,94.0625,15.6,NIZKA,10,24,6.60000000000001,1.4
2.875,2.8,2.0125,86.8,85.6125,16.5,SREDNJA,10,18,2.59999999999999,0.399999999999999
5.125,3.1,2.5625,89,85.85,17.1,SREDNJA,10,33,5,1.2
1.25,0.5,0.3375,97.2,95.25,14.3,NIZKA,10,9,4.7,1.1
6.875,0.7,0.5,99.9,99.7125,14.7,SREDNJA,10,50,0.800000000000011,1.7
9.75,3.8,2.675,87.7,86.2375,16.5,SREDNJA,10,72,3.8,1.3
7.5,0.9,0.5375,99.7,98.2375,11.1,SREDNJA,10,52,3,2.4
5.375,1.8,1.275,85.6,83.375,18.1,SREDNJA,10,41,3.59999999999999,0.700000000000003
6.625,2.9,1.95,86.5,84.45,17.5,SREDNJA,10,46,5.2,1
3.5,2.1,1.5,79.6,77.5125,14.2,NIZKA,10,27,4.09999999999999,1.1
4.75,2.4,1.6625,76.6,74.475,11.8,SREDNJA,10,36,6.09999999999999,1
6.75,0.9,0.525,93.4,85.225,11.6,NIZKA,11,50,22.6,5.5
1.375,1.6,0.95,94.8,88.825,12.7,NIZKA,11,10,12.6,4.9
2.85,2.3,1.75,94.3,88.8,14.8,SREDNJA,11,22.8,9.3,0.800000000000001
1.125,2.4,1.025,95.7,93.275,6.3,NIZKA,11,9,5.3,0.2
2.625,1.6,0.775,92.5,88.425,7.2,NIZKA,11,21,8.09999999999999,2.1
3.375,1.2,0.6125,91.3,90.1,6.9,NIZKA,11,27,2.2,0.4
2.25,1.1,0.8375,55.5,46.9625,0.7,SREDNJA,11,18,11.9,1.8
2.25,4.2,3.825,45.6,42.2125,1.9,NIZKA,11,18,5,0.7
2.25,1.6,1.0625,77,74.9625,-2.1,NIZKA,11,18,4.3,1.1
1.975,0.8,0.475,88.2,83.725,-1.1,NIZKA,11,15.8,12.8,2.8
0.625,1,0.6375,76.7,74.925,0.7,NIZKA,11,5,3.7,0.8
0.9875,1.2,0.65,93.2,87.95,2.2,NIZKA,12,7.9,9.7,3.5
1.75,1.6,1.125,88.6,86.9125,-1.2,NIZKA,12,14,3.39999999999999,1.2
3,1.8,0.9875,93.2,88.95,-0.8,NIZKA,12,24,7.2,2.3
0.625,0.6,0.2625,96,94.575,-2.9,NIZKA,12,5,3.2,1.5
0.875,0.9,0.6875,97.5,95.975,-2.9,NIZKA,12,7,3.40000000000001,1.9
1.375,1.1,0.775,95.9,94.4125,-1.9,NIZKA,12,11,2.7,1.7
0.875,1.2,0.8375,96.5,93.825,-1.7,NIZKA,12,7,4.90000000000001,2.4
0.75,0.5,0.35,92,90.7375,-2.9,NIZKA,12,6,2.7,1.3
1.125,0.9,0.6,89.1,88.3375,-0.7,NIZKA,12,9,1.3,0.8
1.875,1,0.6,93.4,91.4125,1,NIZKA,12,15,3.2,0.9
0.375,0.5,0.3875,84.7,84.1,3.8,NIZKA,12,3,1.40000000000001,0.3
0.375,1.3,0.9625,90.5,89.075,1.9,NIZKA,12,3,3.90000000000001,1
0.25,0.9,0.6625,98.6,98.175,0.3,NIZKA,12,2,0.799999999999997,0.6
0.25,1.1,0.9,98.5,98.0125,-1,NIZKA,12,2,0.900000000000006,0.4
0.125,1.5,0.85,93.4,92.15,-0.9,NIZKA,12,1,2.2,0.5
0.25,1.2,0.8875,97.7,96.9125,-1.8,NIZKA,12,2,1.40000000000001,0.8
0.25,0.8,0.6125,98,97.2625,-2.1,NIZKA,12,2,1.40000000000001,0.9
0.25,1.3,0.9625,96.2,95.775,-3.6,NIZKA,12,2,1.40000000000001,0.7
0.25,0.8,0.625,93.4,92.1625,-3.7,NIZKA,12,2,3.7,0.399999999999999
1.5,0.5,0.3875,97.3,95.425,0.2,NIZKA,12,12,3.2,1.9
0,0.9,0.575,96,92.475,4.8,NIZKA,12,0,8.3,0.7
0.5,0.8,0.3875,98.9,98.2625,5.3,NIZKA,12,4,1.7,0.6
0.25,3,2.3375,86,84.925,9.6,NIZKA,12,2,1.8,0.299999999999999
0.625,2.3,1.625,87.5,83.925,9.2,SREDNJA,12,5,5.7,1.8
0,4.9,4.0375,81.1,74.8875,10.6,SREDNJA,12,0,13.4,1
0,1.9,1.2,97,96.225,8.5,NIZKA,12,0,1.5,0.4
0,2.6,1.6625,95.1,93.2625,7.6,NIZKA,12,0,4.69999999999999,0.399999999999999
0.375,1.7,0.8125,99.2,97.4375,6.1,NIZKA,12,3,7.2,3.4
0.125,0.8,0.5625,97.7,96.9875,6.3,NIZKA,12,1,1.7,1.1
0,1.1,0.725,96.7,93.5625,4.1,NIZKA,12,0,5.10000000000001,0.399999999999999
0,1.2,0.75,95.4,94.125,4.3,NIZKA,12,0,3.10000000000001,0.5
0.125,1.8,0.5,93,91.325,4.3,NIZKA,1,1,3.59999999999999,0.2
0.375,0.7,0.5,97.5,96.275,3.5,NIZKA,1,3,3.2,2.8
0.125,0.9,0.525,93.9,92.1625,5.6,NIZKA,1,1,3.40000000000001,0.3
0.125,2.5,1.1125,93.4,89.925,9,NIZKA,1,1,11.4,4.1
0,2.7,1.225,99.7,97.375,8.9,NIZKA,1,0,9.90000000000001,1.6
0.25,0.6,0.35,97.6,96.8375,7.5,NIZKA,1,2,1.59999999999999,0.6
