"Datum","Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3"
2014-11-09,"Koper",27,3.375,0,1.8,1.625,1,2.8,2.5,1.5,0,0,1013,1012.5625,1012.2,90.4,88.0375,84.3,4.3,3.9625,3.7,14.7,13.7,13.2,38,68.95
2014-11-10,"Koper",37,4.625,0,2.5,1.65,0.8,4.5,2.9625,1.7,0,0,1016.8,1016.1125,1015.8,89.9,84.0375,78.5,5.1,4.725,4.5,17.1,15.65,14.3,33.6,83.25
2014-11-11,"Koper",25,3.125,0,3.7,2.6875,1.1,7.7,6.0375,4.3,0,0,1016.9,1016.35,1015.9,74,71.875,69.7,5.8,5.55,5.4,18.1,17.9,17.6,38.4,82.5
2014-11-12,"Koper",15,1.875,0,1.3,1,0.7,3.2,2.075,1.2,0.1,1.2,1009.9,1008.3375,1007.2,92.4,89.9875,84,5.3,4.6125,3.6,16,15.1875,14.8,26.2,60.9
2014-11-13,"Koper",22,2.75,0,1.6,1.15,0.4,3,2.15,1,0.1125,0.5,1006.5,1004.85,1003.8,93.5,91.325,86.7,4.5,3.65,3.4,14.7,14.4,14.1,19.3,48.95
2014-11-14,"Koper",54,6.75,0,2.4,1.75,1.2,3.9,2.8,1.8,0,0,1013.9,1013.3625,1013.1,83.8,82.6,81.7,4.3,4.15,4.1,11.4,11.075,10.7,28,53.5
2014-11-15,"Koper",26,3.25,0,1.9,1.325,0.8,3.3,2.6,1.8,0.025,1.4,1013.1,1012.6125,1012.3,84.9,79.2,74.3,3.1,2.725,2.3,14.7,14.0875,13.6,19.1,81.6
2014-11-16,"Koper",42,5.25,0,6.4,3.725,1.8,15,7.8875,5,0.3375,1.5,1006.3,1005.025,1003.7,77.1,71.7625,68.2,4.3,3.35,2.6,17.4,16.075,15.4,11.7,81.55
2014-11-17,"Koper",43,5.375,0,2.4,1.85,1.3,3.9,3.025,2,0,1,1009.5,1008.0625,1007.3,90,87.675,84.4,1.4,0.675,0.3,11.4,10.225,9.4,11,70.65
2014-11-18,"Koper",9,1.125,0,6.7,4.6625,2.9,11.3,8.7625,7,0.7375,4.9,1006.2,1003.5,1001.9,84.8,77.8625,74.4,0,0,0,13.2,12.8375,12.5,13.2,81.6
2014-11-19,"Koper",14,1.75,0,1.9,1.1125,0.5,3.3,1.9875,1.1,0,0,1012.8,1010.875,1009.7,89.7,87.3,83.7,-1.2,-1.8375,-2.1,10.5,10.1125,9.8,18.7,61.15
2014-11-20,"Koper",45,5.625,0,2.4,1.7,1.1,3.9,2.975,2.2,0,0,1024.4,1023.4375,1022.7,92.1,89.7375,87.8,-1.4,-1.55,-1.7,7.9,7.45,7.1,27.4,31.4
2014-11-21,"Koper",29,3.625,0,2.2,1.7875,1.5,3.4,2.975,2.2,0,0,1024,1023.525,1023.3,90,87.85,83.7,-0.6,-0.9875,-1.5,8.5,7.725,7.4,24.8,45.55
2014-11-22,"Koper",22,2.75,0,2.3,1.825,1.5,3.5,2.8625,2.4,0,0,1023.9,1023.4875,1023.2,91.8,90.175,86.3,5.1,4.0125,3.3,8.2,7.125,6.5,26.4,61.15
2014-11-23,"Koper",20,2.5,0,2.6,1.7,1.2,4,2.8625,2.3,0,0,1027.1,1026.1375,1025.9,92.9,92.1,91.3,6.8,5.7375,5,7.2,6.775,6.2,30.7,39.55
2014-11-24,"Koper",20,2.5,0,2,1.6,1.1,3.3,2.9875,2.5,0,0,1025.8,1025.025,1024.5,94.1,93.5875,92.9,9.4,6.4125,5.5,7.1,6.325,5.5,31.9,35.2
2014-11-25,"Koper",20,2.5,0,2,1.7125,1.2,3.4,2.8625,2.3,0,0,1022.4,1021.5625,1021,92.4,91.45,90.4,7.4,7.0125,6.4,8.6,8.025,7.7,31.5,49.75
2014-11-26,"Koper",5,0.625,0,2.8,2.5125,2.3,6.6,5.55,4.7,0,0,1020.7,1019.3,1018.5,57.2,53.9125,52.2,-1.7,-2.2875,-2.6,9.3,9.2125,9.1,35.3,50.35
2014-11-27,"Koper",7,0.875,0,1.6,1.225,0.8,2.9,2.2875,1.4,0,0.1,1016.6,1015.6875,1014.9,74.8,67.875,60.1,1.8,1.0125,-0.4,9.6,9.35,9.1,43.4,34.2
2014-11-28,"Koper",12,1.5,0,1.7,1.2625,0.9,3.2,2.3375,1.8,0.025,0.1,1014.8,1014.25,1013.9,94.1,93.5375,92.9,3,2.6625,2.4,12.6,11.8875,11.2,27.3,57.15
2014-11-29,"Koper",8,1,0,1.8,1.225,0.5,3.6,2.55,1.4,0.025,0.2,1015,1014.725,1014.5,95.1,92.25,86.6,5,3.8625,3.1,14.7,14.1,13.5,36.5,41.35
2014-11-30,"Koper",5,0.625,0,2,1.3,0.9,3.1,2.35,1.8,0,0.9,1014,1013.6125,1013.2,95,94.3875,93.8,5,4.475,4,13.8,13.6125,13.4,37.2,32.4
2014-12-01,"Koper",0,0,0,5.6,4.1,1.3,11.8,8.6875,3.2,0.1875,0.6,1006.8,1004.4375,1002.8,94.2,79.2625,73.4,5.8,5.125,3.9,18.7,17.7625,15.4,24.1,56.6
2014-12-02,"Koper",4,0.5,0,3.7,2.075,1.1,7.9,4.75,2.6,0.025,0.2,1004.5,1003.8375,1003.5,79.2,70.0625,65.4,2.2,1.9625,1.6,11,10.3,9.9,17.3,30.95
2014-12-03,"Koper",4,0.5,0,3.2,2.4,1.4,7.9,5.7125,4,0,0.4,1011.1,1009.7875,1008.7,64.1,60.525,58.9,0,-0.0625,-0.4,9.3,8.7375,8.3,12.9,33.9
2014-12-04,"Koper",0,0,0,3,2.3125,1.7,9.1,5.925,4,1.5875,12.3,1014.8,1013.675,1012.9,81.5,74.4125,65,0.7,0.3625,0,9.2,8.5125,7.7,17.5,35.85
2014-12-05,"Koper",6,0.75,0,2,1.475,0.8,3.7,3,1.5,0.0375,0.6,1015.2,1015.0375,1014.9,77.9,74.3625,70.8,1.4,1,0.7,10.3,9.7875,9.3,18.5,40.25
2014-12-06,"Koper",4,0.5,0,2,1.4,0.8,2.9,2.3875,1.9,0.15,0.9,1014.1,1013.4375,1012.9,89.8,82.6125,73.9,1.3,1.0875,0.7,9.9,8.8875,8,7.3,44.7
2014-12-07,"Koper",7,0.875,0,2.7,2.225,1.4,6.4,5.55,4.2,0.0125,0.1,1015.2,1014.975,1014.7,56,55.175,53.9,-1.8,-2.25,-2.4,10.3,10,9.7,6,33.15
2014-12-08,"Koper",10,1.25,0,3.4,1.925,1.1,7.5,4.725,3.4,0,0,1015.9,1015.625,1015.3,63.2,58.375,54,-2.7,-2.9375,-3.1,10.7,10.3875,10.2,9.5,46.6
2014-12-09,"Koper",6,0.75,0,4,3.2625,2.1,11,8.6,6.6,0,0,1016.2,1014.775,1014,52.7,48.3,45.3,-5.2,-5.525,-5.9,9.5,8.7,8,16.8,52.75
2014-12-10,"Koper",4,0.5,0,3.2,1.9625,0.9,8.2,5.8,2.8,0,0,1023.2,1023,1022.7,39.1,34.175,30.8,-3.5,-5.125,-6.2,7.7,6.95,6,16.8,64.85
2014-12-11,"Koper",4.9,0.6125,0,2.7,1.825,1,4.3,3.225,2.2,0,0,1019.2,1018.5125,1018,57.3,53.8125,50.9,-1.1,-2.2875,-3.2,5.7,4.95,4.2,23.4,70.75
2014-12-12,"Koper",6,0.75,0,2.5,1.7375,1.1,4.1,3.05,2.3,0,0,1020,1019.6,1019,81.6,77.575,72.9,-1.2,-1.9375,-2.4,2.8,2.5375,2.1,33,34.05
2014-12-16,"Koper",0,0,0,1.7,1.25,0.6,2.6,2.1375,1.1,0.0625,0.5,1018.4,1016.5625,1015,92,90.55,88.4,0.5,0.375,0.1,11.2,10.3875,9.7,16.5,58.05
2014-12-17,"Koper",1,0.125,0,2.2,1.475,1,6.7,4.2,2.7,0,0,1011.5,1010.025,1008.8,77.6,66.0625,57.4,0,-0.9,-1.8,12.3,11.975,11.3,16.1,75.6
2014-12-18,"Koper",4,0.5,0,2.1,1.6875,1,3.4,2.7,1.6,0,0,1018.4,1015.6875,1014,89.4,87,83.2,-0.7,-1.2875,-2.2,9.3,7.7875,6.3,20,47.75
2014-12-19,"Koper",3,0.375,0,1.8,1.375,0.9,3.1,2.3875,1.7,0,0,1022.9,1022.5125,1022.2,84.4,82.4625,79,6.1,4.95,3.3,9.7,8.9125,8.2,23.6,40.5
2014-12-20,"Koper",1,0.125,0,2.5,1.5125,0.6,3.9,2.475,1.2,0.05,0.4,1022.6,1021.75,1021.3,92.2,87.5,78.7,4.1,3.4125,1.8,11.5,10.7875,10.5,30.7,24.35
2014-12-21,"Koper",3,0.375,0,3.2,1.9875,0.8,4.8,3.4375,1.6,0,0,1025.7,1023.3875,1021.6,91,85.4875,76.3,-1.7,-2.65,-3.5,10.8,7.925,5.7,27.7,64.3
2014-12-22,"Koper",1,0.125,0,2.3,1.7375,1.2,4.2,2.925,2.2,0,0,1031.6,1030.5,1029.6,90.6,87.2125,83.8,1.2,-0.9875,-2.5,7.6,7.05,6.5,23.2,45.2
2014-12-23,"Koper",0,0,0,2.8,1.7,1.1,4.5,2.9375,2,0,0,1028.6,1028.1625,1027.9,78.7,76.6875,74.2,8.2,7.575,7,9.3,9.05,8.7,32.1,48.5
2014-12-24,"Koper",1,0.125,0,2.6,1.6625,0.9,3.9,2.6,1.5,0,0,1028.3,1027.6875,1027.2,83.4,80.125,77.8,9.1,8.275,6.5,8.9,8.5125,8.2,48,48.35
2014-12-25,"Koper",1,0.125,0,1.8,1.2625,0.6,3.2,2.3,1.2,0,0,1024.1,1023.2875,1022.8,85.3,83.95,82.9,-0.2,-1.7,-3,9.5,9.3,9.1,44.4,30.4
2014-12-26,"Koper",1,0.125,0,3.1,2.2,1.1,8.4,5.5375,1.8,0.0625,0.5,1022,1020.75,1019.4,81.9,62.8875,51.7,-5,-6.1625,-6.9,9.2,8.075,6.8,1.3,68.1
2014-12-27,"Koper",2,0.25,0,2.9,2,1.4,5.7,3.6375,2.2,0,0,1022,1019.95,1017.7,72.6,54.7875,48,-9.2,-9.5125,-10.3,3.8,2.525,1.6,7,71.8
2014-12-28,"Koper",0,0,0,5.2,3.0625,1.5,13.7,8.15,4.5,0,0,996.7,996.0375,995.4,73,61.225,53.4,-7.7,-8.025,-8.7,4.6,4.2,3.5,7,70.65
2014-12-30,"Koper",2,0.25,0,4,2.8875,2.2,9.4,7.1125,5.2,0,0,1030.1,1029.275,1027.8,40.7,35.5375,30.1,-14.3,-14.75,-15.1,1,0.3375,0.1,14.4,64.65
2014-12-31,"Koper",8,1,0,4.6,3.7375,2.3,11.3,9.175,7.3,0,0,1030.1,1029.7125,1029.5,46.8,43.4,32,-11.2,-11.45,-11.7,-0.5,-0.8125,-1,12.1,75.65
2015-01-01,"Koper",2,0.25,0,7.5,4.875,2.4,10.6,9.3,6,0,0,1034,1033.325,1032.3,40.8,28.2625,16.8,-2.8,-5.05,-7.1,2.6,1.85,1.4,22.7,75.6
2015-01-02,"Koper",3,0.375,0,2.7,1.8,1.1,4.1,3.2375,2.4,0,0,1033,1032.15,1031.5,77.5,74.05,69.8,2.3,0.5,-0.7,3.1,2.5,1.9,22.3,62.15
2015-01-03,"Koper",2,0.25,0,2.5,1.8,1.1,4.1,3.4625,2.8,0,0,1027.7,1027.0375,1026.5,84.7,82.8125,80.8,3.8,1.5,-0.3,4.2,2.925,2.1,41.6,50.7
2015-01-04,"Koper",2,0.25,0,2.9,1.6125,0.9,5.2,2.7875,1.5,0,0,1018.8,1017.075,1015.8,88.6,83.5625,80.7,-0.9,-2.65,-3.9,8.1,6.65,4.1,29.3,83.9
2015-01-05,"Koper",2,0.25,0,3,2.175,0.8,4.8,3.5875,1.7,0,0,1029.2,1028.6,1027.6,61.3,53.9,48.9,-7.4,-7.9625,-8.7,1.8,1.4125,1,14,76.25
2015-01-06,"Koper",2,0.25,0,2.5,1.7875,1.2,3.9,2.95,1.9,0,0,1024.5,1023.2125,1022.6,69.8,67.725,65.5,-2.4,-3.875,-5,2,1.4375,0.5,18.5,74
2015-01-07,"Koper",1,0.125,0,1.9,1.45,0.9,2.9,2.375,1.6,0,0,1028.9,1028.175,1027.8,68.4,67.025,65.3,-3,-5.2,-7,5.8,4.6875,3.6,31.2,70.1
2015-01-08,"Koper",1,0.125,0,1.6,1.2,0.8,2.5,2.175,1.6,0,0,1032.7,1032.3125,1032,73.9,69.525,66.4,-3.7,-5.075,-5.5,7.5,7,6.4,44.8,57.5
2015-01-09,"Koper",1,0.125,0,2.1,1.05,0.5,3.6,2.1125,0.9,0,0,1032.3,1031.7125,1031.1,81.2,76.45,70,-0.6,-1.65,-3.5,9.2,8.6875,8.3,47.8,41.3
2015-01-10,"Koper",2,0.25,0,1.5,1.0875,0.6,2.9,2.1125,1.5,0,0,1021.8,1020.55,1019.6,84.5,81.4625,78.4,4.9,3.75,2.7,8.4,7.7875,7.3,52.5,33.85
2015-01-11,"Koper",2,0.25,0,2.5,1.3625,0.8,8.4,3.2,1.7,0,0,1016.9,1014.8625,1012.4,93,91.6125,85.4,5.5,2.15,0.2,12.2,9.225,7.4,40.4,62.65
2015-01-12,"Koper",6,0.75,0,2.9,2.0625,1.2,4.8,3.925,2.2,0,0,1026.6,1025.5,1024.4,70.5,65.8125,61.4,-4.3,-6.4625,-7.5,4.9,2.825,2.2,19.3,77.9
2015-01-13,"Koper",3,0.375,0,2.9,1.9,0.7,4.7,3.3875,1.5,0,0,1028.5,1028.1375,1028,76.9,65.7875,57.9,2.9,-0.6375,-3.1,9.4,7.95,5.6,23.7,69.25
2015-01-14,"Koper",3,0.375,0,2.8,2.4,1.6,4.5,3.85,2.7,0,0,1023.6,1022.175,1021.4,89.3,86.4125,83.6,-2.8,-2.9125,-3,5.1,4.425,3.9,29,68.35
2015-01-15,"Koper",1,0.125,0,2.5,1.475,0.9,4.6,2.85,2.1,0,0,1022.3,1021.3625,1020.9,92.6,88.475,81.1,-3.1,-3.8875,-4.5,8.5,6.2625,4.5,47.1,35.65
2015-01-16,"Koper",1,0.125,0,1.9,1.125,0.6,3.3,2.4125,1.5,0.0125,0.1,1019.6,1018.75,1018.3,92.5,88.225,80.9,-0.6,-0.8,-1.1,9.7,8.6375,7.7,26.4,85.65
2015-01-17,"Koper",1,0.125,0,7.8,6.7125,5.5,16.7,13.125,11.2,0,0,1014.5,1013.575,1012.7,66.8,66.3125,65.9,0.6,0.225,0,13.7,13.6375,13.5,25.9,83.15
2015-01-18,"Koper",5,0.625,0,2,1.4625,1.1,3.9,2.7375,2.1,0,0,1017.2,1016.85,1016.6,77.1,70.35,60.3,-1.9,-2.525,-2.9,11.7,9.625,8.4,27.8,74.1
2015-01-19,"Koper",4,0.5,0,2,1.775,1.3,3.7,2.8625,2.2,0,0,1014,1013.1375,1012.6,91.7,88.35,84.7,-4.9,-5.5875,-6.3,4,3.2,2.7,28.2,56.1
2015-01-20,"Koper",5,0.625,0,2.3,1.875,1.1,3.5,3.0375,2.1,0,0,1013.3,1012.35,1011.7,79.3,75.025,70.1,-4.3,-4.6875,-5.3,4.4,4,3.8,33.3,65.85
2015-01-21,"Koper",6,0.75,0,2.3,1.65,0.8,3.5,2.7625,1.6,0,0,1011.3,1010.8125,1010.4,78.3,74.85,72.6,-2,-2.6,-3.3,6.9,5.925,5.4,38.3,39
2015-01-24,"Koper",1,0.125,0,4.2,3.325,2.2,10.2,8.225,5.9,0,0,1011.9,1011.6,1011.3,51.6,49.4375,47.3,-3.9,-4.15,-4.4,9.7,9.4625,9.3,9.5,49.3
2015-01-25,"Koper",2,0.25,0,3.5,2.6625,2,7.7,6.4625,4.6,0,0,1014.9,1013,1011.6,50.8,48.3375,47.1,-6.2,-7.05,-7.6,8.1,7.625,7,9.8,62.15
2015-01-26,"Koper",9,1.125,0,1.6,1.15,0.8,4.1,3.0375,2,0,0,1024.2,1023.25,1022.8,42.6,39.1125,35.9,-9.2,-9.475,-10.1,6.6,5.9375,5.3,12.3,69.1
2015-01-27,"Koper",7,0.875,0,2.3,1.625,0.6,3.6,2.9875,2,0,0,1019.7,1017.6375,1016.2,64.7,62.5375,60.7,-6.8,-8.5625,-9.2,2.9,0.8375,0.2,19.8,67.15
2015-01-28,"Koper",6,0.75,0,2.7,1.625,0.4,5.9,3.4625,1.3,0,0,1017.8,1017.05,1016.6,64.1,52.9375,44.7,-8,-8.825,-9.3,4.8,3.4,2,14.4,71.35
2015-01-29,"Koper",4,0.5,0,2.7,2.1375,1.7,4.1,3.3125,2.5,0,0,1009.7,1007.2375,1004.9,65.2,58.65,50,-6.9,-8.175,-9.3,4.4,1.7875,-0.1,17.8,71.8
2015-01-30,"Koper",0,0,0,6.2,3.5625,1.7,12.4,7.125,3,1.225,9.8,986.7,979.8375,973.5,91,83.275,75.9,-3,-4.0375,-4.9,10.4,8.6,7.2,6.2,78.55
2015-01-31,"Koper",12,1.5,0,2.9,2.025,0.6,5.1,3.6,1.4,0,0,986.4,984.9375,983.2,86.2,79.2,67,-8.9,-10.1375,-10.7,3.5,2.225,1.1,17.1,77.4
2015-02-01,"Koper",8,1,0,1.3,0.875,0.3,2.9,2.0375,0.8,0.0375,0.3,987.6,987.35,986.8,81.4,75.7375,70.3,-6.8,-7.025,-7.2,6.1,5.4375,5,16.8,70.2
2015-02-02,"Koper",17,2.125,0,2.7,1.8375,0.8,4.3,3.175,1.2,0,0,1000,998.3,996.6,82.5,75.55,62.4,-9.2,-9.7125,-10.2,5,2.05,0.4,19.6,71.6
2015-02-03,"Koper",10,1.25,0,2.5,1.95,1.2,3.8,2.95,1.7,0,0,1003.5,1003.1875,1003.1,82,80.1625,78.9,-8.3,-9.075,-9.4,1.8,1.3125,0.7,18.2,62.85
2015-02-04,"Koper",6,0.75,0,3.5,2.275,1.5,7.8,5.25,2.6,0,1.4,1002.2,1000.6625,999.6,84.9,70.7375,60.6,-6.5,-6.775,-7.6,5.9,4.3,2.1,14.7,67.25
2015-02-05,"Koper",2,0.25,0,4.2,2.5875,1.3,9.7,7.1,3.9,0.3375,1.3,1008.3,1007.375,1006.3,67.8,62.325,54.3,-7.2,-7.4625,-8,5,4.75,4.4,14.8,77.45
2015-02-06,"Koper",9,1.125,0,7.3,6.8625,6.2,23.5,18.975,16.6,0,0,1002.9,1001.8125,1000.6,52.4,50.875,49.4,-5.4,-6.25,-6.9,5.5,5.125,4.8,22.9,81.75
2015-02-07,"Koper",6,0.75,0,5.3,4.4625,3.2,13.4,11.4125,8.6,0,0,1019.3,1017.1625,1015.2,48.3,43.7375,37.5,-8.4,-8.8375,-9.3,4.5,4.0875,3.7,21.4,78.65
2015-02-08,"Koper",13,1.625,0,2,1.4875,0.8,3.6,2.8625,2.4,0,0,1016.8,1013.75,1011.5,68,62.4,54.1,-3.4,-4.0375,-5.6,1.3,-0.3,-1.1,18.7,82.7
2015-02-09,"Koper",30,3.75,0,2.4,1.8625,0.9,6.4,3.875,2.5,0,0,1022.8,1021.425,1020.7,43.1,39.6125,35.9,-11.2,-12.4125,-13.1,2.1,1.3875,0.6,18.8,79.95
2015-02-10,"Koper",13,1.625,0,2.4,1.575,0.9,4.3,2.95,2.2,0,0,1022.2,1021.5875,1021.2,68.3,66.0625,63.6,-1.5,-2.2875,-3.7,1.8,1.2875,0.5,37.4,66.05
2015-02-11,"Koper",20,2.5,0,2.4,1.6,1.2,3.5,2.8,2.1,0,0,1026.5,1026.0375,1025.7,72.4,69.175,65.4,1.9,0.825,0.1,5.6,4.0875,2.7,42.3,61.65
2015-02-12,"Koper",28,3.5,0,2.5,1.8875,1.5,3.5,2.9,2.4,0,0,1025.8,1024.8375,1024.4,79.9,78.025,76.1,-0.8,-2.1,-3.2,3.1,2.5,1.7,17.4,71.5
2015-02-13,"Koper",11,1.375,0,1.9,1.3375,1,4.6,2.7,1.9,0,0,1025.8,1025.45,1025.2,68.1,63.6875,60.1,-0.2,-2.225,-2.8,5.3,4.5125,3.6,35.6,75.7
2015-02-14,"Koper",3,0.375,0,1.4,1,0.3,2.6,1.9375,0.9,0.0125,0.1,1021.4,1019.9625,1019.1,84.1,76.575,72.9,-3.8,-5.0125,-5.9,6.3,6.1375,5.9,33.9,72.15
2015-02-15,"Koper",17,2.125,0,2.5,1.8375,0.8,4.8,3.8,2.1,0,0,1015.4,1014.725,1014.3,68.9,66.925,64.7,-3,-3.1875,-3.4,9.7,9.5875,9.4,25.4,94
2015-02-16,"Koper",38,4.75,0,2.1,1.725,1.4,3.2,2.6375,2.3,0,0,1019.4,1018.6125,1018.1,73.9,70.5,68.1,-3.7,-4.7,-5.7,6.4,5.25,3.9,43.1,96.75
2015-02-17,"Koper",45,5.625,0,2,1.725,1.6,3.9,3.3125,2.8,0,0,1026.4,1024.8,1023.9,61.3,60.2625,58,-4.9,-6.2875,-6.6,5.2,4.5125,4,39.6,102
2015-02-18,"Koper",54,6.75,0,5,4.1625,3.2,12.3,10.225,8.8,0,0,1035.7,1034.225,1033.1,45.1,41.825,37.6,-3.6,-5.025,-6.5,6.6,5.875,5.2,26.4,89.6
2015-02-19,"Koper",57,7.125,0,2.7,2.175,1.5,4.3,3.675,2.6,0,0,1035.9,1034.4375,1033.5,59.8,55.1375,52.4,0.2,-2.0125,-3.8,0.8,0.0375,-1,34.2,90.85
2015-02-20,"Koper",51,6.375,0,2.2,1.7125,1.1,3.5,3.05,2.5,0,0,1028.7,1027.05,1026,77.8,74.65,71.3,1.4,0.9375,0,1.8,0.7625,-0.2,52.9,99.2
2015-02-21,"Koper",29,3.625,0,2.4,1.75,0.8,3.8,3.1125,1.7,0,0,1018.4,1015.6,1013.3,81.3,76.0625,71.1,-4.8,-5.9875,-6.8,5.1,3.4875,2,31.4,105.4
2015-02-22,"Koper",15,1.875,0,2,1.275,0.4,5.3,2.825,0.9,0.2125,2,1004.3,1001.85,1000.2,85.2,77.0625,67.8,-2.4,-3.225,-4,9,7.6,6.8,9.4,92.4
2015-02-23,"Koper",19,2.375,0,2.6,1.8375,0.9,6.2,4.4625,2.3,0.1,0.7,1005.1,1004.4,1004,78.3,64.6,59,-2,-2.2125,-2.4,9,8.5875,7.7,24.4,81.85
2015-02-24,"Koper",19,2.375,0,2,1,0.3,3,1.8625,0.6,0.25,1.8,1003.9,1003.1,1002.6,94.1,93.25,91.6,-0.5,-0.7625,-1.1,9.2,8.9875,8.8,13.6,69.1
2015-02-25,"Koper",50,6.25,0,4,3.3375,2.1,10.8,9.2375,6.7,0,0,1008.9,1007.8875,1006.9,53.6,48.625,41.7,-3.5,-3.8875,-4.2,10,9.5,9.2,8.3,75.3
2015-02-26,"Koper",40,5,0,2.4,1.8875,1.3,7.1,5.875,4.9,0,0,1017.5,1016.075,1015.1,42.7,37.1875,34.3,-4,-4.4125,-5,10.4,10.275,10.2,15,73.85
2015-02-27,"Koper",104,13.25,0,2.5,2.0875,1.4,3.8,3.125,2.1,0,0,1015.4,1013.3875,1012.4,72.6,67.6875,62.6,-3.4,-4.725,-5.4,5.6,4.2375,3.1,20.9,82.55
2015-02-28,"Koper",164,21,0,3.3,2.2125,1.1,7.4,6,3.5,0,0,1015.5,1014.25,1013.7,55.1,51.4125,42.6,-1.8,-3.0375,-3.9,11.5,9.2125,8,21.4,80.35
2015-03-01,"Koper",101,13.5,0,2.4,1.9125,1.4,4.2,3.325,2.7,0,0,1017.9,1017.2375,1016.8,71.7,68.1625,64.8,-4,-4.9375,-6.1,4.5,3.875,3.2,26,93.85
2015-03-02,"Koper",18,2.375,0,4.3,3.075,1.2,7,5.525,2.5,0.025,0.2,1015.5,1013.925,1012.6,72.9,66.35,60.1,-1.6,-2.1125,-2.7,11.6,11.3125,11,17.1,94.2
2015-03-03,"Koper",135,17.375,0,2.1,1.35,0.8,3.4,2.4375,1.6,0,0,1020.2,1017.4,1014.6,92.7,89.3625,74.6,-4.6,-5.3875,-6.1,8.9,8,5.9,13.6,92.9
2015-03-04,"Koper",41,5.375,0,2.3,1.7125,1.4,3.8,2.8125,2.1,0,0,1023.6,1021.9875,1021.1,59.4,56.625,52.9,-2.6,-3.1,-3.8,10.5,7.7,6.1,16.9,87.85
2015-03-05,"Koper",40,5.25,0,7.6,5.9875,4.5,18.4,15.8625,12.2,0,0,1020.9,1020.2125,1019.8,42,37.0875,31.6,-6.9,-7.225,-7.5,8.9,8.625,8.3,17.2,78.4
2015-03-06,"Koper",148,19.125,0,5.3,3.85,2.8,13.5,9.25,6.3,0,0,1030.5,1028.75,1027.5,28.5,27.575,26.6,-6.5,-8.4,-9.4,8.6,7.9125,7.2,15,75
2015-03-07,"Koper",142,18.5,0,3.5,1.6375,0.8,8.2,4.4,2.2,0,0,1033.5,1032.5875,1031.8,44.8,41.1,36.9,-5,-6.525,-7.6,7.8,7.15,6.4,18.7,93.3
2015-03-08,"Koper",182,24.75,0,4.4,3.175,1.8,11.7,8.4875,6.5,0,0,1030.4,1029.3,1028.7,40.7,32.3875,27.3,-2.6,-3.675,-4.4,9.1,8.1625,7.6,20,99.85
2015-03-09,"Koper",146,19.625,0,3.2,2.6875,1.9,9.3,7.35,5.8,0,0,1027.1,1026.35,1025.8,40.6,38.7875,37.6,-4,-4.725,-5.6,8.5,7.625,7,26.3,93.15
2015-03-10,"Koper",150,20.25,0,2.8,1.8375,1.1,5.9,4.1,2.5,0,0,1025.5,1024.975,1024.5,60.1,52.5625,45.9,0.5,-1.1875,-2.9,9,7.2,5,35.8,98.4
2015-03-11,"Koper",61,8.5,0,2.5,1.45,1,3.5,2.5375,1.9,0,0,1022.6,1021.525,1020.9,66.6,63.9125,60.5,0.4,-0.175,-0.7,7.2,5.85,5.3,35.1,79.8
2015-03-12,"Koper",164,22.25,0,3.5,1.8375,1.1,9.6,4.05,2,0,0,1022.7,1022.1125,1021.4,48.8,35.5625,25.7,-4.3,-5.975,-6.8,10.4,7.5125,4.4,18.3,81.1
2015-03-13,"Koper",165,22.75,0,2.6,1.6875,0.8,4.9,3.175,2,0,0,1021.2,1020.1375,1019.7,56.7,48.9875,42.2,-5,-5.8375,-6.5,7,5.7125,3.8,25.9,89.1
2015-03-14,"Koper",179,25.25,0,2.4,1.6625,1,4.3,3.175,1.9,0,0,1020.8,1019.975,1019.4,66.7,61.45,56.5,-4.3,-5.35,-6,6,5.125,3.7,34.1,96.2
2015-03-15,"Koper",166,24.25,0,2.4,1.7,1,3.8,2.8375,1.9,0,0,1026.3,1025.025,1024.4,75.9,69.0625,61.6,-4.6,-5.55,-6.6,6.9,4.85,3.2,33.7,100.35
2015-03-16,"Koper",14,2.125,0,2,1.3375,0.6,4.5,2.9625,1.6,0,0,1028.1,1027.6375,1027.4,60.2,53.85,48,-2.6,-3.825,-4.2,11.1,10.1125,9.5,54.5,86.3
2015-03-17,"Koper",77,11.5,0,2.4,1.7625,1,5.5,4.4,3.2,0,0,1028.2,1027.45,1026.9,63.2,61.1375,58,-0.6,-1.5375,-2.3,12.1,11.45,11,49.7,81.15
2015-03-18,"Koper",203,29.75,0,2.6,2.0125,1.6,3.7,3.2,2.4,0,0,1026.2,1025.1625,1024.6,68.6,64.2125,57.3,-1.5,-3.45,-4,8.8,6.9875,5.4,49.5,109.65
2015-03-19,"Koper",177,26.125,0,2.5,1.9375,1.6,4,3.25,2.5,0,0,1023,1022.4,1021.9,69,64.975,55.1,-1.1,-2.475,-3.2,8.1,6.175,5.3,45.8,112.85
