"Datum","Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3"
2016-11-15,"Koper",49,6.125,0,3.7,2.6,1.6,10.4,6.5375,3.3,0,0,1031.3,1030.75,1030.3,68.8,55.1375,46.7,-9.2,-9.75,-10.4,4.9,3.575,1.5,22,67.8
2016-11-16,"Koper",34,4.25,0,2.1,1.8625,1.3,3.6,3.1125,2.7,0,0,1029.2,1028.0375,1027.1,75.9,72.075,66,5.4,3.8875,1.7,3.8,3.175,2.6,37.2,58.95
2016-11-17,"Koper",7,0.875,0,1.6,1.275,0.9,2.8,2.1375,1.6,0,0,1023,1021.8875,1021.3,82.2,80.7,79.3,6.7,4.0875,-2.5,8.4,7.325,6.3,32.7,77.25
2016-11-18,"Koper",8,1,0,1.6,1.05,0.6,2.7,2.0375,1.4,0.275,2.5,1020.3,1018.775,1017.8,91.8,87.3875,84.2,1.9,0.6875,-0.3,12.2,10.65,10.2,33.4,71.85
2016-11-19,"Koper",5.9,0.7375,0,5.5,3.975,1.3,11.4,8.15,3.2,0.375,2.7,1014.5,1013.65,1012.4,91.2,85.0875,79.3,5,4.4375,3.4,17.3,15.6875,14,16.2,70.55
2016-11-20,"Koper",28,3.5,0,6.6,2.225,0.5,9.6,4.0125,1.9,0,6.4,1016.8,1015.625,1014.7,92.4,87.225,80.3,3.5,2.4,1.3,15.5,13.225,11.3,26.6,59.45
2016-11-21,"Koper",8,1,0,1.3,0.6875,0.3,2.1,1.5375,0.7,0.9375,1.1,1018,1017.575,1017.2,94.9,94.675,94.4,4.6,3.4875,3,14.1,13.9375,13.8,22.9,47.9
2016-11-22,"Koper",19,2.375,0,2.8,1.2875,0.4,4.5,2.65,1.2,0,0,1019.4,1018.725,1018.4,93.6,90.9,81.1,4.7,4.45,4.2,16.3,14.05,13.2,27.6,66
2016-11-23,"Koper",22,2.75,0,2.5,1.55,0.8,3.9,2.8625,1.6,0,0.1,1022.6,1022.0875,1021.9,92.9,92.4375,91.7,4.2,4.1125,3.8,13.4,13.0625,12.5,30.5,64
2016-11-24,"Koper",16,2,0,1.4,0.9375,0.8,2.2,1.7625,1.4,0.05,0.3,1022.1,1021.375,1020.7,93.8,93.425,93.1,4.7,4.2375,4,14.3,14.075,13.9,28.5,51.45
2016-11-25,"Koper",10,1.25,0,2.1,1.5375,0.8,4.9,3.2375,1.8,0.025,0.2,1018.1,1017.05,1016.2,92.6,85.2125,81.3,4.6,4.3875,4,15.9,15.3875,14.5,21.3,64.7
2016-11-26,"Koper",1,0.125,0,1.9,1.05,0.3,3.1,1.975,1,0.5125,4.1,1015.9,1014.9875,1014.4,91.4,89.375,87.1,4,3.5875,3.3,13.7,13.4,12.9,25.9,55.6
2016-11-27,"Koper",4,0.5,0,2.6,1.6625,0.5,4.3,3.025,1.2,0,0,1014.6,1013.9,1013.4,90.7,89.7,88.3,2.4,2.3375,2.2,13.4,13.1,12.8,18.5,63.4
2016-11-28,"Koper",4,0.5,0,3.6,2.1375,0.5,8.1,4.4375,1.2,0,0,1013.6,1011.9,1011.2,91.8,76.2,53.7,-0.8,-2.5625,-4.9,11.6,10.6375,9.8,5.6,61.95
2016-11-29,"Koper",9,1.125,0,2.3,1.9875,1.6,7.2,5.1625,4.1,0,0,1030,1028.225,1027.2,37.1,34.7875,33.3,-9.9,-11.125,-11.8,4.2,3.8375,3.5,11.1,62.55
2016-11-30,"Koper",10,1.25,0,3,2.3125,1.6,4.4,3.65,2.8,0,0,1033.4,1033.1875,1032.9,57.9,55.3375,52.8,-1,-3.0625,-3.8,0.7,-0.075,-0.6,18.9,61.45
2016-12-01,"Koper",12,1.5,0,2.3,1.8625,1.3,4.2,3.1375,2.1,0,0,1025.8,1024.8875,1024,85.1,78.35,68.3,1,0.275,-0.7,3.9,2.6125,1.7,35.3,43.85
2016-12-02,"Koper",5,0.625,0,2.6,2.1875,1.9,4,3.4625,3,0,0,1016.8,1014.8125,1013.3,88.7,81.5375,76.1,3.6,3.1125,2.5,6.7,5.175,3.1,30.4,40.55
2016-12-03,"Koper",3,0.375,0,1.7,1.3625,0.9,2.8,2.325,1.8,0,0,1020.7,1019.7625,1019.2,81.4,72.35,61.9,-4.7,-5.7,-6.4,6.7,5.075,3.7,16.3,60.6
2016-12-04,"Koper",8,1,0,1.6,1.4,1.1,3.1,2.3125,1.9,0,0,1025.2,1024.7625,1024.6,73.8,70.425,64.8,-3.1,-4.325,-5.6,6.5,5.9375,5.4,22.8,58.3
2016-12-05,"Koper",8,1,0,1.4,1.125,0.7,2.4,2.05,1.4,0,0,1028.1,1027.7375,1027.4,76.4,71.3625,66.1,-1.5,-2.2375,-2.8,8,7.4,7,27.9,62.25
2016-12-06,"Koper",6,0.75,0,1.7,1.2,0.7,3,2.0125,1.4,0,0,1028.4,1027.9875,1027.6,83.3,79.525,76.9,2.3,0.8125,-0.6,8.7,8.4125,7.9,37.2,55.8
2016-12-07,"Koper",6,0.75,0,2.4,1.9,1.2,3.8,3.3125,2.7,0,0,1033.8,1032.275,1031.1,90.8,88.725,82.8,0.7,-0.0875,-0.9,3.9,3.525,3.1,21.3,56.8
2016-12-08,"Koper",6,0.75,0,2.2,1.75,1.1,4.1,3.125,2.3,0,0,1036.6,1036.175,1035.8,79.3,77.7625,76.4,6,4.5125,3.2,2.7,1.9375,1.3,25.3,60.2
2016-12-09,"Koper",5,0.625,0,2.5,2.025,1.1,4.1,3.4375,2.2,0,0,1034.5,1033.375,1032.8,89.6,85.85,81.2,8.9,8.175,7.3,3.8,2.95,2.6,35.5,43.75
2016-12-10,"Koper",3,0.375,0,1.9,1.4375,1,3.2,2.6125,1.9,0,0,1030,1029.05,1028.3,92.1,91.175,90.1,7.7,6.9875,6.6,3.7,3.325,3,34.9,34.8
2016-12-11,"Koper",0,0,0,2.4,1.7625,1.1,4,3,1.9,0,0,1025.2,1023.55,1022.2,91.8,89.625,84.9,9.2,8.275,7,7.4,4.9375,2.5,41.2,36.7
2016-12-12,"Koper",3,0.375,0,1.7,1.0875,0.8,3.3,2.1375,1.5,0,0,1018.4,1017.575,1016.7,91.8,89.925,88.6,0.1,-0.6625,-1.7,9,8.1375,6.2,33.6,53.7
2016-12-13,"Koper",4,0.5,0,3.5,1.7375,0.9,5.3,3.1875,2.1,0,0,1028,1026.2625,1025.4,91,80.8375,75.7,-2.8,-4.8625,-6.5,4.3,3.575,2.3,19.1,61.55
2016-12-14,"Koper",2,0.25,0,2.5,1.5375,0.7,4.1,2.825,1.5,0,0,1028,1026.9125,1026.3,88.3,85.45,82,2,0.8875,-0.3,7.1,5.6875,4.7,27.9,47.1
2016-12-15,"Koper",4,0.5,0,2,1.575,1.3,3.2,2.8625,2.2,0,0,1027.5,1026.95,1026.6,91.3,89.0375,84.6,0.1,-1.5875,-2.5,7.6,5.1125,3.4,26.5,47.9
2016-12-16,"Koper",4,0.5,0,2.5,1.8625,1.5,6.8,3.7,2.7,0,0,1031.1,1029.925,1029.1,83.2,74.3375,59.3,-4.4,-6.7375,-7.8,5.1,2.975,1.8,15.5,61.85
2016-12-17,"Koper",7,0.875,0,2.9,2.375,1.9,4.4,3.7125,2.9,0,0,1037.2,1036.9625,1036.6,65.9,64.4875,62.4,0.4,-0.6625,-1.7,1.7,0.65,-0.2,23,64.65
2016-12-18,"Koper",7,0.875,0,2.7,2.1,1.2,4.4,3.5,2.9,0,0,1036.5,1035.8,1035.1,86.6,85.025,81.1,1.8,0.6,-1.2,0.7,0.1625,-0.3,35.6,28.45
2016-12-19,"Koper",4,0.5,0,2.4,1.9125,1.6,3.6,3.1375,2.7,0,0,1030.5,1029.9375,1029.3,90.7,87.6375,82.7,-3,-4.5375,-5.1,2.4,1.8,1.4,27.1,55.45
2016-12-20,"Koper",2,0.25,0,1.5,1.4,1.2,2.4,2.175,1.9,0,0,1030,1028.7875,1027.7,70.6,68.1625,66.1,-2.2,-2.3375,-2.5,7,6.55,5.7,27.1,65.9
2016-12-21,"Koper",3,0.375,0,2.5,2,1.3,3.8,2.9875,1.9,0,0,1027.6,1027.1875,1026.9,61.8,56.4625,51.5,3.4,2.25,-0.8,4.2,3.75,3.3,21,75
2016-12-22,"Koper",2,0.25,0,2.3,1.975,1.4,3.4,3.0125,2.1,0,0,1030.4,1029.9125,1029.5,78,73.75,68.4,7.3,6.5875,5.7,4,2.775,1.9,22.2,64.75
2016-12-23,"Koper",3,0.375,0,3,2,1.1,4.6,3.425,2.5,0,0,1030.3,1029.675,1029.2,84.8,79.1,67.9,5.5,4.375,3.5,2.3,1.8125,1.3,28.4,64.65
2016-12-24,"Koper",15,1.875,0,2.1,1.7,1.5,4.1,3.3125,2.6,0,0,1030.7,1029.625,1028.8,73.7,70.3125,65.1,5.9,2.5,1,5,3.6875,2.8,27.2,75.7
2016-12-25,"Koper",2,0.25,0,2.2,1.5,0.8,3.5,2.75,1.8,0,0,1025.5,1024.525,1023.7,89.4,88.825,87.7,1.7,1.0625,0.5,4.8,4.2875,3.5,34.9,21.8
2016-12-26,"Koper",3,0.375,0,2.2,1.7375,1.3,3.9,3.225,2.6,0,0,1028.2,1027.425,1026.5,82.2,80.75,78.3,6.6,5.875,4.9,4.6,3.9875,3.4,28,39.45
2016-12-27,"Koper",2,0.25,0,2.6,1.7375,1.1,4.3,3.3125,2.5,0,0,1028.2,1026.9,1026.2,80.7,79.6875,78.2,4,1.0125,-2,4.9,4.4125,4,24.6,76.9
2016-12-28,"Koper",3,0.375,0,3,1.95,1,4.7,3.5375,2.1,0,0,1034.5,1034.0125,1033.4,61.4,51.025,40.6,-3.1,-4.175,-5,4.5,2.825,2,15.9,81.3
2016-12-29,"Koper",2,0.25,0,4.3,3.475,2.8,7.5,6.4375,5.4,0,0,1037.6,1036.0375,1034.4,49.4,48.5875,47.4,-5.5,-5.9875,-6.5,6.8,5.775,4.9,15.5,74
2016-12-30,"Koper",1,0.125,0,2.3,1.7625,1.1,5.8,4.05,2.2,0,0,1039.6,1038.6375,1038,58.9,47.2625,39.2,-0.3,-2.575,-4.6,3.9,2.05,-0.2,15.4,63.45
2013-01-01,"Ljubljana",1,0.125,0,0.9,0.65,0.3,2.1,1.6125,1.1,0,0,985.5,983.5375,982.3,96.1,95.825,95.4,-0.4,-1.6875,-2.5,-1.8,-2.1375,-2.7,51.4,62.05
2013-01-02,"Ljubljana",1,0.125,0,1.1,0.675,0.3,2.9,1.8125,0.9,0,0,983.9,982.5875,981.8,82.9,79.175,76.9,-2.3,-2.9875,-4.3,3.4,3.2,2.9,44.3,21.15
2013-01-03,"Ljubljana",3,0.375,0,1.2,0.7375,0.4,2.6,1.725,1,0,0,998.8,997.7875,996.8,94.5,93.5625,92.9,-4.3,-4.525,-4.7,3.3,2.875,2.3,49,37.1
2013-01-04,"Ljubljana",7,0.875,0,1.3,0.8875,0.6,3.2,2.2125,1.3,0,0,995.1,994.325,993.7,94.2,93.3,92.5,3.3,2.9625,2.6,1.3,0.6875,0.1,61.3,2.7
2013-01-05,"Ljubljana",6,0.75,0,1.3,1,0.5,4.5,2.85,1.3,0,0,987.3,985.775,985,95.6,94.2625,93.3,3.5,2.9875,2.4,0.9,0.5875,0.3,38.9,62.45
2013-01-06,"Ljubljana",2,0.25,0,0.9,0.575,0.3,2.3,1.5875,0.8,0,0,988.5,987.8625,987.3,92.2,87.65,81.8,0,-0.25,-0.7,4.5,3.1625,2,30.3,31.6
2013-01-07,"Ljubljana",2,0.25,0,1.1,0.675,0.3,2.8,1.8625,1.5,0,0,985.9,984.575,984,97.6,96.3,92.6,0.4,-0.025,-0.5,1.4,0.6125,0.2,26.8,50.7
2013-01-08,"Ljubljana",2,0.25,0,0.9,0.675,0.5,2.3,1.625,1.2,0,0,993.1,992.1875,991.6,79.9,76.25,67.3,-2.1,-3.4125,-4.2,1.7,1.225,0.6,28.5,56.95
2013-01-09,"Ljubljana",7,0.875,0,1.1,0.7375,0.3,2.4,1.775,0.9,0,0,987.5,987,986.5,86,83.475,81.2,1.6,1.35,1.1,2.3,2.0625,1.7,67.6,5
2013-01-10,"Ljubljana",2,0.25,0,2,1.2625,0.4,4.2,2.8625,1.5,0.075,0.6,980.9,978.9875,978,94,87.4125,83.8,-3.4,-3.475,-3.6,5.9,5.3875,4.3,32.9,35.45
2013-01-11,"Ljubljana",3,0.375,0,1.4,0.7875,0.5,2.9,1.8,1.3,0,0,973.4,972.7625,972.1,97,95.4875,93.4,-3.7,-4.1,-4.3,1.3,0.075,-1,43.4,28.85
2013-01-12,"Ljubljana",4,0.5,0,2.5,1.925,1.6,5.4,4.5375,3.4,0,0,982.6,981.6125,980.8,78.1,68.825,60,-7.7,-8.35,-9.1,1.9,0.55,-0.5,23,57.4
2013-01-13,"Ljubljana",1,0.125,0,1.3,0.7875,0.3,2.6,1.7875,1.4,0,0.9,981.1,980.45,980,77.1,72.75,69.6,-5.3,-5.75,-6.3,0.7,0.5375,0.4,31.6,37
2013-01-14,"Ljubljana",0,0,0,0.8,0.675,0.4,2.5,2.05,1.3,1.85,13.9,978.1,977.2,976.6,93,92.6,91.8,-6.2,-7.1625,-7.9,-1.5,-1.6625,-1.8,29.7,30.8
2013-01-15,"Ljubljana",1.8,0.225,0,0.9,0.5875,0.2,1.8,1.5125,1.3,0,0,977.4,976.7,976,92.3,91.2125,89.4,-3.9,-4.7625,-5.5,-0.8,-0.9875,-1.1,42.7,23.35
2013-01-16,"Ljubljana",1.7,0.2125,0,1.1,0.7375,0.2,2.5,1.7375,0.9,0,1.2,969.6,968.3375,967.3,93.7,92.525,90.5,-5.5,-5.775,-6.4,0.1,-0.05,-0.1,25.4,32.7
2013-01-17,"Ljubljana",0,0,0,1.3,0.625,0,2.3,1.45,0.4,0.7,4.4,966.2,964.85,964.2,94,92.1875,90.7,-6.7,-7.3625,-8.4,-0.2,-0.5,-0.6,25.1,33.35
2013-01-18,"Ljubljana",1,0.125,0,2.1,1.525,0.9,4.1,3.1375,1.8,0,0,966.9,966.4625,966,86.9,86.325,85.9,-7.9,-8.0875,-8.3,-0.3,-0.5125,-0.7,24.4,25.2
2013-01-19,"Ljubljana",5,0.625,0,2.3,1.6875,0.9,3.8,3.125,2.1,0,0,966.3,966.025,965.7,91.8,90.3875,88.7,-7.2,-7.9125,-9.3,-0.5,-1.9125,-3.1,47.1,22.05
2013-01-20,"Ljubljana",2,0.25,0,1.8,0.6625,0.1,3.4,1.7,0.6,0.3375,2.7,965.5,964.525,963.9,96.3,94.2375,92,-0.3,-2.2125,-4.1,1.8,1.1875,0.9,37.2,37.1
2013-01-21,"Ljubljana",2,0.25,0,0.9,0.5625,0.3,3.3,1.6875,0.9,0.4625,4.4,962.4,961.35,960.5,98,97.6625,97.1,0.4,0.1875,0,1.7,1.3375,1.1,65.7,6
2013-01-22,"Ljubljana",1.8,0.225,0,1.7,0.8875,0.3,2.8,1.8375,0.8,1.125,8.3,966.8,964.425,962.3,97.8,95.5625,93,-1.4,-2.6125,-4.2,2.5,1.8625,0.6,23.7,16.35
2013-01-23,"Ljubljana",2,0.25,0,1.4,0.725,0.3,3,1.7125,1,0,0,973,972.025,971.5,95.3,94.15,90.5,-5.2,-5.9625,-6.5,1.4,1.1875,1,25.9,40.95
2013-01-24,"Ljubljana",1,0.125,0,2.2,1.2,0.5,3.4,2.3625,1.2,0.1875,1.5,970.9,969.9125,969.2,95.2,94.0625,92.9,-4.4,-4.8125,-5.1,1.6,1.0625,0.6,18.4,52.05
2013-01-25,"Ljubljana",9,1.125,0,2.1,1.7125,1.4,5.5,4.35,2.9,0,0,973.9,972.075,970.8,80.7,76.1875,72.6,-6.1,-6.9875,-8.4,1.3,0.4625,-0.5,32.1,61.2
2013-01-26,"Ljubljana",4,0.5,0,2.4,1.6875,1,5,3.5875,2.2,0,0,979,978.575,978.2,74.4,73.1875,72.5,-11.5,-11.9625,-12.6,-3.7,-4.1,-4.4,54.3,71.9
2013-01-27,"Ljubljana",16,2,0,1.7,1.5,0.9,3.7,3.0375,2.2,0,0,981.9,981.5625,981.2,78.5,77.2875,76.3,-5.7,-6.5,-7.8,-3.5,-4.15,-4.9,65.1,66
2013-01-28,"Ljubljana",6,0.75,0,1.1,0.725,0.3,2.4,1.625,1,0,0,977,976.225,975.8,80.3,78,76.8,-1.2,-3.425,-4.6,-0.7,-1.1,-1.6,80.2,34.9
2013-01-29,"Ljubljana",8,1,0,2.1,0.975,0.3,4.2,2.4125,0.9,0,0,988.1,987.7125,987.3,93.1,91.55,88.3,-3.5,-4.25,-5.1,1.5,1.3625,1.3,25.2,74.5
2013-01-30,"Ljubljana",17,2.125,0,1.5,1.0375,0.6,5.2,2.725,1.5,0,0,984.1,983.8375,983.6,90.4,85.725,77.3,5.2,4.125,3.1,2.7,0.675,-0.5,32.1,65.15
2013-01-31,"Ljubljana",11,1.375,0,4.5,2.3375,0.7,9.2,5.4625,2.1,0,0,984.6,982.0875,979.5,90.2,81.0875,74.1,6,1.8,-0.2,5.1,2.8875,-0.1,23,54.8
2013-02-01,"Ljubljana",13,1.625,0,1.6,1.1625,0.6,3.4,2.7625,1.7,0,0.6,979.5,979.3875,979.3,88.4,85.3125,82.7,1,0.0875,-1.5,2.5,0.3875,-0.6,54.4,28.45
2013-02-02,"Ljubljana",1,0.125,0,0.9,0.6,0.3,2.3,1.5875,1.2,2.075,16,963.3,959.4125,956.3,96.3,95.2375,94,0.3,0.2125,0,5.3,4.75,4,21.4,53.15
2013-02-03,"Ljubljana",9.4,1.175,0,2.2,1.3375,0.3,4.2,3.0375,1.4,0,0,971.8,967.5,965.7,95,90.8875,82.1,-7.2,-7.6875,-8.5,2.1,1.225,0.7,16.8,75.25
2013-02-04,"Ljubljana",18,2.25,0,0.8,0.475,0.2,1.6,1.2,0.9,0,0,981.3,980.475,979.9,92.1,91.075,89.6,-7.5,-8.4,-9,-0.5,-0.9625,-1.2,27.9,63.45
2013-02-05,"Ljubljana",7,0.875,0,1.6,1.05,0.6,2.7,2.225,1.4,0,1.1,981.5,980.0875,978.4,80.4,79.3625,77.5,-4,-5.475,-6.7,0.7,0.1125,-0.4,38.3,32.9
2013-02-06,"Ljubljana",9.7,1.2125,0,3.2,1.3375,0.6,7.5,3.375,1.6,0.975,6.7,965.1,963.45,962.4,95.2,93.3625,90.2,-2.8,-3.525,-5.7,3.7,3.5,3,19.5,34.6
2013-02-08,"Ljubljana",18,2.25,0,1.4,0.8875,0.5,2.6,1.775,1.3,0,0,974.6,973.7,973.3,95.9,94.35,91.3,-10.7,-10.9875,-11.3,-2.2,-3.0125,-3.6,41.4,57.75
2013-02-09,"Ljubljana",17,2.125,0,0.8,0.625,0.4,1.5,1.2875,1,0,0,977.1,976.775,976.5,91.7,90.125,88.4,-11.6,-11.8375,-12.1,-1.9,-2.1375,-2.3,31.1,49.45
2013-02-10,"Ljubljana",5,0.625,0,1.3,0.625,0.3,2.9,1.475,0.8,0,0,978.4,978.1125,977.7,95.2,93.5125,91.7,-12.5,-12.8,-13.5,-2.7,-3.5,-3.8,34.7,68.15
2013-02-11,"Ljubljana",25,3.125,0,1.2,0.825,0.5,2.5,1.85,1.1,0,0.3,977.1,976.2,975.6,92.9,91.9625,90.4,-11.9,-12.3625,-12.8,-5.2,-5.9875,-6.7,51.8,45.95
2013-02-12,"Ljubljana",19.1,2.3875,0,1.3,0.8375,0.4,3,2.0875,1.5,0.775,5.9,970,969.1,968.3,94,92.3,90,-6.3,-7,-7.6,-1.6,-1.8125,-1.9,46.3,66.65
2013-02-13,"Ljubljana",20.1,2.5125,0,1.4,1.075,0.7,2.8,2.15,1.6,0.0125,0.1,977.3,976.1375,975.3,90.5,88.95,87.9,-7.2,-7.575,-8.1,-1.1,-1.3375,-1.6,54.2,33.9
2013-02-14,"Ljubljana",7,0.875,0,0.8,0.5125,0.3,1.8,1.3125,0.8,0,0,984.2,983.0625,982.5,94.1,92.8875,91.1,-5.3,-5.4125,-5.6,0.3,0.175,-0.1,33.8,50.8
2013-02-15,"Ljubljana",8,1,0,0.9,0.575,0.2,1.6,1.325,0.8,0,0,982.5,981.7125,981.1,91.7,89.7375,87.7,-4.9,-5.4625,-5.8,0.9,0.85,0.7,70.5,50.9
2013-02-16,"Ljubljana",13,1.625,0,2.5,1.2125,0.6,4.4,2.425,1.6,0,0,986.4,985.5,985.1,91.4,90.025,86.7,-5.5,-6.025,-6.5,1,0.4125,0,51.6,67.3
2013-02-17,"Ljubljana",31,3.875,0,0.9,0.6125,0.4,2.2,1.525,1.1,0,0,987.1,986.45,986,92.5,89.0875,81.4,-7.2,-7.7375,-8.2,1.8,1.05,0.7,43.8,73.5
2013-02-18,"Ljubljana",9,1.125,0,1.7,1.075,0.5,5.5,2.5625,1.5,0,0,984.9,984.2625,983.9,82.3,79.075,74.3,-8,-8.85,-9.1,2.1,1.5125,1.2,55.9,72.15
2013-02-19,"Ljubljana",28,3.5,0,0.9,0.6,0.2,2.3,1.3875,0.9,0,0,983.8,982.675,982,92.8,91.6125,90.7,-9.9,-10.4875,-11,-1.3,-2.8,-4,64.8,81.85
2013-02-20,"Ljubljana",46,5.75,0,1.1,0.6125,0.4,2.2,1.4625,1,0,0,978.7,977.7625,977.3,85,82.4125,80.6,-6.1,-7.0875,-8,-0.1,-0.425,-0.8,49.2,56.4
2013-02-21,"Ljubljana",28.9,3.6125,0,2.7,1.8125,0.8,5.6,3.925,1.5,0,0.9,982.5,981.95,981.4,86.4,82.4,76.9,-10.5,-11.4,-12.4,-0.2,-0.9875,-1.8,10.9,71.55
2013-02-22,"Ljubljana",30.1,3.7625,0,2.8,1.825,0.6,5.1,3.7875,2.1,0.5875,7.1,976.2,974.7375,973.7,90.5,85.9625,77.3,-12.6,-12.875,-13,-3.2,-3.475,-3.7,22.3,75.7
2013-02-23,"Ljubljana",31.2,3.9,0,1.3,0.8,0.2,2.3,1.6125,0.8,1.125,6.5,969.9,969.1625,968.5,91.9,88.5625,82.5,-10,-10.225,-10.5,-2.6,-2.9375,-3.2,43.6,75.6
2013-02-24,"Ljubljana",32.4,4.05,0,0.8,0.4125,0.1,2.3,1.3375,0.6,1.15,8.4,972,970.6,970.2,94.3,93.55,92.3,-2.6,-3.9375,-6.3,-0.6,-0.7625,-0.9,44.1,68.35
2013-02-25,"Ljubljana",33.6,4.325,0,1.2,0.725,0.3,2.9,1.9,1,0,0,981,978.4,976.1,96.8,96.3375,95.4,-5,-6.3375,-7.7,0.4,0.225,0,42.2,33.1
2013-02-26,"Ljubljana",35,4.5,0,1.2,0.7,0.3,2.1,1.575,0.9,0.025,0.5,985.2,984.4375,983.8,97.3,96.3,95,-3.4,-4.0375,-5.3,0.1,-0.3625,-0.8,61.1,17.65
2013-03-13,"Ljubljana",78,11.25,0,1.3,0.65,0.1,2.6,1.7625,0.7,0,0,962.6,962.025,961.6,97.3,96.5875,95.2,-1.9,-2.15,-2.3,6.3,5.5375,5,17.6,41.3
2013-03-14,"Ljubljana",16,2.5,0,2.8,1.7125,0.6,5.7,3.6375,1.4,0.2,1.6,960.8,959.7,958.8,87.3,82.075,74.7,-3.4,-5.0625,-6.6,5.2,4.6875,3.6,5.8,90.95
2013-03-15,"Ljubljana",113,16.25,0,2.2,1.45,0.6,3.9,3,1.7,0,0,967,964.2625,962.5,77.3,73.925,67.8,-11.8,-12.125,-12.4,0,-0.7375,-0.9,20.6,91.15
2013-03-16,"Ljubljana",212,32.5,0,0.9,0.5625,0.3,2.9,1.675,1.2,0,0,984.5,982.4375,980.8,79,71.0625,61.5,-13.4,-14.0625,-14.5,-1.5,-2.7,-4,28,100
2013-03-17,"Ljubljana",107,14.375,0,2,0.725,0.3,5.3,2.25,1,0,0.3,982.9,981.6875,981,66.7,62.2125,57.7,-9.2,-9.5625,-10.5,1.7,0.55,-0.2,29.6,90.5
2013-03-18,"Ljubljana",77,10.625,0,1.2,0.6,0.2,2.4,1.5125,0.9,0.425,3.4,975.1,971.6625,968.5,94.9,93.125,89.9,-3.4,-4.2125,-5.2,1.9,1.5375,1.1,28.6,33.75
2013-03-19,"Ljubljana",216,34.125,0,4.2,1.4,0.7,7.6,3.4875,1.8,0.1,0.5,962.9,959.8625,958,96.4,93.9875,89.1,-4.2,-4.7125,-5.5,3.8,2.575,2,20.9,95
2013-03-20,"Ljubljana",230,36.875,0,1.6,0.7,0.4,2.9,1.8,1.2,0,0,972.9,972.2125,971.7,91.7,87.225,81.1,-3.7,-4.15,-4.4,2.7,1.2375,0,31.2,88.15
2013-03-21,"Ljubljana",64,9.5,0,1.9,1.3125,0.3,3.8,2.725,1.1,0.125,1,973.2,972.1,971.5,91.9,86.9,80.4,-3.2,-4.4125,-4.9,6.2,5.6875,5.3,10.6,99.4
2013-03-22,"Ljubljana",261,42.375,0,1.6,0.925,0.5,3.2,2.1875,1.3,0,0,978.5,978.0625,977.5,79.4,69.725,57.2,-5.6,-6.275,-6.6,3.1,1,-0.7,24.7,103.9
2013-03-23,"Ljubljana",187,31.25,0,2.4,1.575,1,5.4,3.55,2.2,0,0.3,980.9,980.5,980.3,72.2,66.125,59.6,-3.9,-4.6,-6.1,2.9,1.1125,-0.3,38.6,92.5
2013-03-24,"Ljubljana",25,3.5,0,1.9,1.575,1.3,3.8,3.1625,2.7,0.0875,0.4,981.2,980.7625,980.4,93,89.2875,84,-4.4,-4.875,-5.4,0.2,-0.0375,-0.2,27.1,87.7
2013-03-25,"Ljubljana",41,7,0,3.6,3.0125,2.3,7,6.325,5.4,0.1375,1.1,979.6,977.6875,976.6,85.9,76.65,71.7,-6.9,-8.0875,-9,-1.7,-2.3875,-3.1,15.3,86.55
2013-03-26,"Ljubljana",76.7,13.5875,0,1.1,0.75,0.3,2.5,1.9375,1.3,0.075,0.6,969.9,969.1875,968.9,89.7,85.0875,77.5,-9.1,-9.6,-10.2,-1.5,-2.275,-2.8,23.6,102.1
2013-03-27,"Ljubljana",99,15.75,0,1.2,0.6875,0.2,2.4,1.6875,1.1,0,0,974,973.2125,972.9,85.3,81.925,77.4,-10.5,-11.65,-12.6,-1.7,-2.4125,-2.6,32.5,92.2
2013-03-28,"Ljubljana",290,49,0,1.4,0.9,0.2,2.7,1.8875,0.9,0,1,978.7,977.9,977.5,84.8,79.675,71.2,-7.4,-7.8125,-8.2,-0.6,-1.7375,-2.8,46.2,93.9
2013-03-29,"Ljubljana",22,4.125,0,1.5,0.8125,0.3,3.6,2.275,1.3,1.8,13.6,973.9,971.9,970.7,94.4,93.75,92,-0.3,-0.75,-1.4,3.7,3.45,3.2,27.9,51.85
2013-03-30,"Ljubljana",38,5.875,0,0.9,0.5625,0.2,2,1.7,1.2,0.075,1.7,970.3,969.9625,969.7,94.7,93.6375,92.3,-0.1,-0.1125,-0.2,3.9,3.75,3.6,11.9,63.6
2013-03-31,"Ljubljana",40,5.875,0,1.6,0.9375,0.4,3.5,2.5,1.4,0.85,6.1,963.2,962.0375,961.4,95.1,94.2875,93.6,0.8,-0.4375,-2.4,4.2,3.8375,3.6,6.9,71.75
2013-04-01,"Ljubljana",40,6.125,0,2.4,2.0125,1.5,4.6,4.125,3.5,0.125,0.4,973.2,971.9125,971.1,89.3,87.3125,84.5,-6.1,-6.625,-7.2,3.1,2.4125,2,22.4,91.7
